RESULT	增救.v 2100005001	救 1.0	保护 0.9	杀 0.8	护 0.7	接 0.6	放 0.5	保住 0.3999999999999999	延接 0.29999999999999993	生杀 0.19999999999999996
RESULT	还有.v 2103009014	还有 1.0	有 0.9	是 0.8	还 0.7	为 0.6	也 0.5	尚有 0.3999999999999999	只有 0.29999999999999993	还是 0.19999999999999996	仅有 0.09999999999999998
RESULT	正在.v 2103010003	正在 1.0	在 0.9	正 0.8	也 0.7	已 0.6	刚 0.5	正要 0.3999999999999999	刚在 0.29999999999999993	尚未 0.19999999999999996	刚刚 0.09999999999999998
RESULT	清扫.v 2103010004	清扫 1.0	扫 0.9	清 0.8	洗 0.7	刷 0.6	洁 0.5	打扫 0.3999999999999999	整洁 0.29999999999999993	清洁 0.19999999999999996	整理 0.09999999999999998
RESULT	连续.v 2103010008	连续 1.0	连 0.9	续 0.8	又 0.7	第 0.6	共 0.5	连连 0.3999999999999999	连接 0.29999999999999993	接连 0.19999999999999996	继续 0.09999999999999998
RESULT	倒进.v 2103010012	倒进 1.0	倒 0.9	进 0.8	倒入 0.7	入 0.6	丢 0.5	倒出 0.3999999999999999	扔 0.29999999999999993	倾入 0.19999999999999996	扔进 0.09999999999999998
RESULT	倒进.v 2103024022	倒进 1.0	倒 0.9	进 0.8	入 0.7	倒入 0.6	放 0.5	扔 0.3999999999999999	倒出 0.29999999999999993	扔进 0.19999999999999996	挤进 0.09999999999999998
RESULT	轮船.v 2103011001	轮船 1.0	船 0.9	轮 0.8	车 0.7	水 0.6	它 0.5	轮车 0.3999999999999999	船舶 0.29999999999999993	舰船 0.19999999999999996	车船 0.09999999999999998
RESULT	轮船.v 2103016011	轮船 1.0	船 0.9	较 0.8	人 0.7	车 0.6	其 0.5	船舶 0.3999999999999999	船上 0.29999999999999993	轮车 0.19999999999999996	轮渡 0.09999999999999998
RESULT	上升.v 2103011002	上升 1.0	升 0.9	降 0.8	上 0.7	下 0.6	高 0.5	下降 0.3999999999999999	爬升 0.29999999999999993	高升 0.19999999999999996	攀升 0.09999999999999998
RESULT	上升.v 2108001014	上升 1.0	升 0.9	增 0.8	高 0.7	降 0.6	上 0.5	提升 0.3999999999999999	增长 0.29999999999999993	增加 0.19999999999999996	下降 0.09999999999999998
RESULT	至.v 2103011003	至 1.0	甚至 0.9	达到 0.8	到 0.7	到达 0.6	完全 0.5	处于 0.3999999999999999	或者 0.29999999999999993	不能 0.19999999999999996	完成 0.09999999999999998
RESULT	地面.v 2103011005	地面 1.0	地 0.9	水 0.8	海 0.7	岸 0.6	其 0.5	海面 0.3999999999999999	水面 0.29999999999999993	地表 0.19999999999999996	天空 0.09999999999999998
RESULT	平行.v 2103011006	平行 1.0	平 0.9	行 0.8	同 0.7	高 0.6	宽 0.5	垂直 0.3999999999999999	直行 0.29999999999999993	同行 0.19999999999999996	正行 0.09999999999999998
RESULT	纸盒.v 2103011014	纸盒 1.0	盒 0.9	纸 0.8	包 0.7	箱 0.6	书 0.5	纸箱 0.3999999999999999	纸袋 0.29999999999999993	木盒 0.19999999999999996	铁盒 0.09999999999999998
RESULT	背篓.v 2103011016	背篓 1.0	背 0.9	篓 0.8	包 0.7	筐 0.6	纸 0.5	背包 0.3999999999999999	垃圾 0.29999999999999993	纸篓 0.19999999999999996	篓子 0.09999999999999998
RESULT	违规.v 2103011017	违规 1.0	， 0.9	未 0.8	违 0.7	规 0.6	不 0.5	违法 0.3999999999999999	犯规 0.29999999999999993	非法 0.19999999999999996	正规 0.09999999999999998
RESULT	越过.v 2103011018	越过 1.0	越 0.9	过 0.8	跨 0.7	跨过 0.6	爬 0.5	翻 0.3999999999999999	超过 0.29999999999999993	穿过 0.19999999999999996	闯过 0.09999999999999998
RESULT	栏杆.v 2103011019	栏杆 1.0	栏 0.9	桥 0.8	杆 0.7	墙 0.6	线 0.5	栏架 0.3999999999999999	栅栏 0.29999999999999993	桅杆 0.19999999999999996	杠杆 0.09999999999999998
RESULT	登上.v 2103011021	登上 1.0	上 0.9	登 0.8	下 0.7	爬上 0.6	上下 0.5	爬 0.3999999999999999	攀上 0.29999999999999993	过 0.19999999999999996	乘上 0.09999999999999998
RESULT	乘客.v 2103013001	乘客 1.0	则 0.9	也 0.8	亦 0.7	客 0.6	： 0.5	旅客 0.3999999999999999	客人 0.29999999999999993	游客 0.19999999999999996	坐客 0.09999999999999998
RESULT	乘客.v 2103018003	乘客 1.0	人 0.9	客 0.8	船 0.7	车 0.6	主 0.5	游客 0.3999999999999999	客人 0.29999999999999993	乘员 0.19999999999999996	客户 0.09999999999999998
RESULT	乘客.v 2103027004	乘客 1.0	人 0.9	客 0.8	男 0.7	船 0.6	乘 0.5	游客 0.3999999999999999	客人 0.29999999999999993	旅客 0.19999999999999996	船员 0.09999999999999998
RESULT	抛.v 2103013005	抛 1.0	抛投 0.9	抛扔 0.8	扔 0.7	拋 0.6	每人 0.5	空投 0.3999999999999999	投 0.29999999999999993	甩 0.19999999999999996	掷 0.09999999999999998
RESULT	抛.v 2103016005	抛 1.0	大量 0.9	人手 0.8	高空 0.7	无人 0.6	大批 0.5	甩 0.3999999999999999	高速 0.29999999999999993	不停 0.19999999999999996	投 0.09999999999999998
RESULT	抛.v 2103017016	抛 1.0	垃圾 0.9	空地 0.8	围栏 0.7	围墙 0.6	水桶 0.5	水面 0.3999999999999999	水箱 0.29999999999999993	空间 0.19999999999999996	地面 0.09999999999999998
RESULT	投.v 2103013006	投 1.0	掷 0.9	扔 0.8	抛投 0.7	抛 0.6	放 0.5	丢 0.3999999999999999	洒 0.29999999999999993	置 0.19999999999999996	抛掷 0.09999999999999998
RESULT	投.v 2103016006	投 1.0	抛投 0.9	掷 0.8	扔 0.7	抛 0.6	垃圾 0.5	放 0.3999999999999999	浮式 0.29999999999999993	洒 0.19999999999999996	发放 0.09999999999999998
RESULT	投.v 2103017017	投 1.0	投水 0.9	掷 0.8	抛投 0.7	扔 0.6	抛 0.5	洒水 0.3999999999999999	垃圾 0.29999999999999993	洒 0.19999999999999996	放小 0.09999999999999998
RESULT	塑料袋.v 2103013007	塑料 1.0	纸袋 0.9	胶袋 0.8	食物 0.7	垃圾 0.6	塑胶 0.5	纸箱 0.3999999999999999	布袋 0.29999999999999993	纸盒 0.19999999999999996	袋子 0.09999999999999998
RESULT	脸盆.v 2103014007	脸盆 1.0	盆 0.9	脸 0.8	手 0.7	水 0.6	面盆 0.5	碗 0.3999999999999999	脚盆 0.29999999999999993	澡盆 0.19999999999999996	浴盆 0.09999999999999998
RESULT	倾倒.v 2103014008	倾倒 1.0	倒 0.9	倾 0.8	冲 0.7	舀 0.6	泼 0.5	倒灌 0.3999999999999999	翻倒 0.29999999999999993	冲洗 0.19999999999999996	倒掉 0.09999999999999998
RESULT	倾倒.v 2103026008	倾倒 1.0	倒 0.9	倾 0.8	泼 0.7	洒 0.6	扔 0.5	倒灌 0.3999999999999999	翻倒 0.29999999999999993	抛洒 0.19999999999999996	傾倒 0.09999999999999998
RESULT	污水.v 2103014009	污水 1.0	水 0.9	血 0.8	鱼 0.7	盐 0.6	油 0.5	浊水 0.3999999999999999	清水 0.29999999999999993	脏水 0.19999999999999996	海水 0.09999999999999998
RESULT	污水.v 2103026009	污水 1.0	水 0.9	盐 0.8	油 0.7	污 0.6	血 0.5	废水 0.3999999999999999	浊水 0.29999999999999993	清水 0.19999999999999996	水泥 0.09999999999999998
RESULT	同时.v 2103015015	同时 1.0	均 0.9	也 0.8	都 0.7	亦 0.6	同 0.5	共同 0.3999999999999999	分别 0.29999999999999993	一同 0.19999999999999996	相继 0.09999999999999998
RESULT	均.v 2103016003	均 1.0	都会 0.9	都 0.8	皆 0.7	不会 0.6	仍然 0.5	亦 0.3999999999999999	一般 0.29999999999999993	不时 0.19999999999999996	船员 0.09999999999999998
RESULT	现象.v 2103016008	现象 1.0	象 0.9	现 0.8	者 0.7	潮 0.6	的 0.5	现像 0.3999999999999999	行为 0.29999999999999993	状况 0.19999999999999996	问题 0.09999999999999998
RESULT	拥挤.v 2103016012	拥挤 1.0	挤 0.9	堵 0.8	多 0.7	少 0.6	大 0.5	挤迫 0.3999999999999999	挤压 0.29999999999999993	拥堵 0.19999999999999996	堵塞 0.09999999999999998
RESULT	无法.v 2103016014	无法 1.0	无 0.9	未 0.8	不 0.7	难 0.6	法 0.5	没法 0.3999999999999999	难以 0.29999999999999993	没有 0.19999999999999996	不能 0.09999999999999998
RESULT	准确.v 2103016015	准确 1.0	做 0.9	作 0.8	被 0.7	够 0.6	再 0.5	精确 0.3999999999999999	正确 0.29999999999999993	确确 0.19999999999999996	精准 0.09999999999999998
RESULT	统计.v 2103016016	统计 1.0	计 0.9	统 0.8	查 0.7	估 0.6	测 0.5	估计 0.3999999999999999	计算 0.29999999999999993	记录 0.19999999999999996	监测 0.09999999999999998
RESULT	统计.v 2104012001	统计 1.0	悉 0.9	称 0.8	此 0.7	说 0.6	查 0.5	估计 0.3999999999999999	估算 0.29999999999999993	调查 0.19999999999999996	了解 0.09999999999999998
RESULT	过往.v 2103018000	过往 1.0	往 0.9	过 0.8	有 0.7	而 0.6	往往 0.5	过去 0.3999999999999999	以往 0.29999999999999993	未来 0.19999999999999996	通往 0.09999999999999998
RESULT	船只.v 2103018001	船只 1.0	船 0.9	港 0.8	轮 0.7	中 0.6	它 0.5	船闸 0.3999999999999999	舰只 0.29999999999999993	轮船 0.19999999999999996	航班 0.09999999999999998
RESULT	室.v 2103018007	室 1.0	室里 0.9	室内 0.8	内 0.7	房内 0.6	房 0.5	门外 0.3999999999999999	区内 0.29999999999999993	内外 0.19999999999999996	内室 0.09999999999999998
RESULT	一直.v 2103018011	一直 1.0	也 0.9	直 0.8	都 0.7	更 0.6	总 0.5	一向 0.3999999999999999	一度 0.29999999999999993	简直 0.19999999999999996	肯定 0.09999999999999998
RESULT	一直.v 2105008010	一直 1.0	直 0.9	常 0.8	又 0.7	想 0.6	总 0.5	直接 0.3999999999999999	经常 0.29999999999999993	自己 0.19999999999999996	直直 0.09999999999999998
RESULT	令.v 2103018013	令 1.0	很多 0.9	让 0.8	使得 0.7	使令 0.6	多数 0.5	各位 0.3999999999999999	各个 0.29999999999999993	多名 0.19999999999999996	各国 0.09999999999999998
RESULT	管理.v 2103018015	管理 1.0	管 0.9	的 0.8	理 0.7	内 0.6	工 0.5	管管 0.3999999999999999	监管 0.29999999999999993	监理 0.19999999999999996	理理 0.09999999999999998
RESULT	管理.v 2107004001	管理 1.0	管 0.9	理 0.8	人 0.7	心 0.6	治 0.5	经营 0.3999999999999999	管管 0.29999999999999993	管治 0.19999999999999996	监管 0.09999999999999998
RESULT	管理.v 2107007011	管理 1.0	管 0.9	理 0.8	监 0.7	法 0.6	治 0.5	监管 0.3999999999999999	治理 0.29999999999999993	监督 0.19999999999999996	管管 0.09999999999999998
RESULT	头痛.v 2103018017	头痛 1.0	痛 0.9	疼 0.8	头疼 0.7	头 0.6	心 0.5	怕 0.3999999999999999	心痛 0.29999999999999993	心疼 0.19999999999999996	头晕 0.09999999999999998
RESULT	定期.v 2103019003	定期 1.0	都 0.9	常 0.8	的 0.7	要 0.6	有 0.5	定时 0.3999999999999999	持续 0.29999999999999993	限期 0.19999999999999996	经常 0.09999999999999998
RESULT	打捞.v 2103019004	打捞 1.0	打 0.9	捞 0.8	抓 0.7	拖 0.6	放 0.5	捕捞 0.3999999999999999	清理 0.29999999999999993	拍照 0.19999999999999996	拍摄 0.09999999999999998
RESULT	打捞.v 2103024010	打捞 1.0	捞 0.9	打 0.8	挖 0.7	拖 0.6	扔 0.5	清理 0.3999999999999999	清洗 0.29999999999999993	冲洗 0.19999999999999996	挖掘 0.09999999999999998
RESULT	捞.v 2103019009	捞 1.0	捕捞 0.9	打捞 0.8	找到 0.7	清理 0.6	捕捉 0.5	捕获 0.3999999999999999	清除 0.29999999999999993	浮出 0.19999999999999996	浮沉 0.09999999999999998
RESULT	常常.v 2103019014	常常 1.0	常 0.9	也 0.8	还 0.7	又 0.6	亦 0.5	经常 0.3999999999999999	通常 0.29999999999999993	常年 0.19999999999999996	常会 0.09999999999999998
RESULT	布满.v 2103019015	布满 1.0	有 0.9	是 0.8	堆满 0.7	满 0.6	充满 0.5	积满 0.3999999999999999	堆 0.29999999999999993	布 0.19999999999999996	堆积 0.09999999999999998
RESULT	江河.v 2103020004	江河 1.0	的 0.9	江 0.8	河 0.7	水 0.6	船 0.5	江湖 0.3999999999999999	江水 0.29999999999999993	水河 0.19999999999999996	水库 0.09999999999999998
RESULT	看来.v 2103021000	看来 1.0	但 0.9	二 0.8	而 0.7	不 0.6	三 0.5	但是 0.3999999999999999	其实 0.29999999999999993	其次 0.19999999999999996	所以 0.09999999999999998
RESULT	根除.v 2103021004	根除 1.0	根 0.9	除 0.8	治 0.7	对 0.6	清 0.5	根治 0.3999999999999999	铲除 0.29999999999999993	消除 0.19999999999999996	治理 0.09999999999999998
RESULT	需要.v 2103021011	需要 1.0	需 0.9	要 0.8	得 0.7	须 0.6	有 0.5	须要 0.3999999999999999	需求 0.29999999999999993	需有 0.19999999999999996	必要 0.09999999999999998
RESULT	方方面面.v 2103021012	方方面面 1.0	方面 0.9	面面 0.8	各方 0.7	全面 0.6	各地 0.5	部门 0.3999999999999999	全国 0.29999999999999993	大家 0.19999999999999996	多方 0.09999999999999998
RESULT	共同.v 2103021013	共同 1.0	共 0.9	同 0.8	各 0.7	都 0.6	的 0.5	协同 0.3999999999999999	同时 0.29999999999999993	一同 0.19999999999999996	相同 0.09999999999999998
RESULT	做工作.v 2103021014	做工 1.0	做事 0.9	做好 0.8	努力 0.7	工作 0.6	作为 0.5	抓好 0.3999999999999999	作好 0.29999999999999993	作战 0.19999999999999996	完成 0.09999999999999998
RESULT	行.v 2103021016	行 1.0	能行 0.9	可以 0.8	能 0.7	不行 0.6	可行 0.5	好 0.3999999999999999	知道 0.29999999999999993	足够 0.19999999999999996	是的 0.09999999999999998
RESULT	图.v 2103023000	图 1.0	注释 0.9	画 0.8	表 0.7	注 0.6	标 0.5	圖 0.3999999999999999	例 0.29999999999999993
RESULT	图.v 2103024000	图 1.0	图图 0.9	图片 0.8	圖 0.7	注 0.6	文 0.5	照 0.3999999999999999	片 0.29999999999999993	画 0.19999999999999996	表 0.09999999999999998
RESULT	图.v 2103026000	图 1.0	图图 0.9	圖 0.8	注 0.7	表 0.6	例 0.5	示 0.3999999999999999	照 0.29999999999999993	画 0.19999999999999996
RESULT	水面.v 2103023004	水面 1.0	水 0.9	面 0.8	墙 0.7	地 0.6	壁 0.5	海面 0.3999999999999999	地面 0.29999999999999993	湖面 0.19999999999999996	河面 0.09999999999999998
RESULT	漂浮.v 2103023006	漂浮 1.0	浮 0.9	漂 0.8	飘 0.7	飘浮 0.6	积 0.5	挂 0.3999999999999999	浮动 0.29999999999999993	沉积 0.19999999999999996	浮浮 0.09999999999999998
RESULT	退休.v 2103024006	退休 1.0	老 0.9	女 0.8	休 0.7	男 0.6	退 0.5	离休 0.3999999999999999	退伍 0.29999999999999993	休假 0.19999999999999996	退职 0.09999999999999998
RESULT	闸门.v 2103024009	闸门 1.0	门 0.9	闸 0.8	外 0.7	此 0.6	内 0.5	闸口 0.3999999999999999	阀门 0.29999999999999993	门口 0.19999999999999996	大门 0.09999999999999998
RESULT	塑料.v 2103024011	塑料 1.0	塑 0.9	奶 0.8	钢 0.7	水 0.6	酒 0.5	玻璃 0.3999999999999999	垃圾 0.29999999999999993	饮料 0.19999999999999996	塑胶 0.09999999999999998
RESULT	瓶.v 2103024012	瓶 1.0	罐 0.9	桶 0.8	杯 0.7	水瓶 0.6	酒瓶 0.5	饮料 0.3999999999999999	奶瓶 0.29999999999999993	啤酒 0.19999999999999996	袋 0.09999999999999998
RESULT	变.v 2103024015	变 1.0	变成 0.9	改变 0.8	能变 0.7	不变 0.6	变为 0.5	变现 0.3999999999999999	改成 0.29999999999999993	改换 0.19999999999999996	转变 0.09999999999999998
RESULT	棉花.v 2104001009	棉花 1.0	棉 0.9	稻 0.8	的 0.7	花 0.6	总 0.5	棉麻 0.3999999999999999	稻米 0.29999999999999993	稻谷 0.19999999999999996	麻花 0.09999999999999998
RESULT	棉花.v 2104004009	棉花 1.0	棉 0.9	了 0.8	约 0.7	有 0.6	达 0.5	稻米 0.3999999999999999	货物 0.29999999999999993	粮食 0.19999999999999996	银花 0.09999999999999998
RESULT	棉花.v 2104004016	棉花 1.0	棉 0.9	也 0.8	都 0.7	量 0.6	货物 0.5	稻米 0.3999999999999999	公斤 0.29999999999999993	棉麻 0.19999999999999996	棉兰 0.09999999999999998
RESULT	棉花.v 2104004025	棉花 1.0	， 0.9	也 0.8	却 0.7	都 0.6	棉 0.5	现在 0.3999999999999999	产品 0.29999999999999993	货物 0.19999999999999996	种子 0.09999999999999998
RESULT	棉花.v 2104008001	棉花 1.0	棉 0.9	花 0.8	其 0.7	货 0.6	了 0.5	棉价 0.3999999999999999	棉絮 0.29999999999999993	稻花 0.19999999999999996	货物 0.09999999999999998
RESULT	棉花.v 2104008013	棉花 1.0	棉 0.9	花 0.8	其 0.7	总 0.6	糖 0.5	棉麻 0.3999999999999999	兰花 0.29999999999999993	稻米 0.19999999999999996	玉米 0.09999999999999998
RESULT	棉花.v 2104008018	棉花 1.0	使 0.9	棉 0.8	让 0.7	令 0.6	花 0.5	纺织 0.3999999999999999	稻花 0.29999999999999993	棉麻 0.19999999999999996	花卉 0.09999999999999998
RESULT	棉花.v 2104009012	棉花 1.0	棉 0.9	纸 0.8	花 0.7	糖 0.6	纱 0.5	木材 0.3999999999999999	纺织 0.29999999999999993	纤维 0.19999999999999996	花卉 0.09999999999999998
RESULT	棉花.v 2104010004	棉花 1.0	棉 0.9	花 0.8	纱 0.7	纺 0.6	布 0.5	纺纱 0.3999999999999999	棉纱 0.29999999999999993	棉麻 0.19999999999999996	麻花 0.09999999999999998
RESULT	棉花.v 2104010018	棉 1.0	化纤 0.9	棉花 0.8	花 0.7	毛 0.6	氨 0.5	它 0.3999999999999999	纤维 0.29999999999999993	纺织 0.19999999999999996	纺纱 0.09999999999999998
RESULT	棉花.v 2104011003	棉花 1.0	棉 0.9	花 0.8	油 0.7	糖 0.6	货 0.5	稻米 0.3999999999999999	粮食 0.29999999999999993	兰花 0.19999999999999996	玉米 0.09999999999999998
RESULT	棉花.v 2104011009	棉花 1.0	棉 0.9	使 0.8	致 0.7	但 0.6	且 0.5	稻米 0.3999999999999999	棉兰 0.29999999999999993	纺织 0.19999999999999996	兰花 0.09999999999999998
RESULT	棉花.v 2104012008	棉花 1.0	棉 0.9	花 0.8	糖 0.7	纸 0.6	米 0.5	玉米 0.3999999999999999	稻米 0.29999999999999993	粮食 0.19999999999999996	木材 0.09999999999999998
RESULT	棉花.v 2104013002	棉花 1.0	棉 0.9	糖 0.8	花 0.7	纸 0.6	玉米 0.5	稻米 0.3999999999999999	木材 0.29999999999999993	粮食 0.19999999999999996	橡胶 0.09999999999999998
RESULT	棉花.v 2104015004	棉花 1.0	棉 0.9	的 0.8	米 0.7	新 0.6	， 0.5	棉种 0.3999999999999999	稻米 0.29999999999999993	种棉 0.19999999999999996	粮食 0.09999999999999998
RESULT	棉花.v 2104015028	棉花 1.0	棉 0.9	花 0.8	货 0.7	米 0.6	麦 0.5	棉种 0.3999999999999999	货物 0.29999999999999993	稻米 0.19999999999999996	麦子 0.09999999999999998
RESULT	棉花.v 2104015044	棉 1.0	棉花 0.9	新 0.8	的 0.7	种棉 0.6	优惠 0.5	棉农 0.3999999999999999	好 0.29999999999999993	和 0.19999999999999996	支持 0.09999999999999998
RESULT	种植.v 2104001010	种植 1.0	总 0.9	产 0.8	种 0.7	植 0.6	业 0.5	生产 0.3999999999999999	栽培 0.29999999999999993	栽种 0.19999999999999996	栽植 0.09999999999999998
RESULT	种植.v 2104015005	种植 1.0	的 0.9	种 0.8	植 0.7	， 0.6	收 0.5	收购 0.3999999999999999	栽植 0.29999999999999993	栽培 0.19999999999999996	栽种 0.09999999999999998
RESULT	面积.v 2104001011	面积 1.0	量 0.9	面 0.8	达 0.7	积 0.6	约 0.5	总量 0.3999999999999999	规模 0.29999999999999993	达到 0.19999999999999996	积累 0.09999999999999998
RESULT	总产量.v 2104001015	产量 1.0	总产 0.9	总量 0.8	生产 0.7	均产 0.6	销量 0.5	产能 0.3999999999999999	质量 0.29999999999999993	总值 0.19999999999999996	出口 0.09999999999999998
RESULT	收购.v 2104002003	收购 1.0	收 0.9	的 0.8	购 0.7	种 0.6	棉 0.5	采购 0.3999999999999999	收买 0.29999999999999993	订购 0.19999999999999996	交易 0.09999999999999998
RESULT	收购.v 2104003009	收购 1.0	各 0.9	购 0.8	该 0.7	本 0.6	跨 0.5	采购 0.3999999999999999	收买 0.29999999999999993	经营 0.19999999999999996	交易 0.09999999999999998
RESULT	收购.v 2104003011	收购 1.0	收 0.9	购 0.8	买 0.7	卖 0.6	种 0.5	采购 0.3999999999999999	购买 0.29999999999999993	收买 0.19999999999999996	所购 0.09999999999999998
RESULT	收购.v 2104003022	收购 1.0	的 0.9	收 0.8	购 0.7	和 0.6	总 0.5	征购 0.3999999999999999	采购 0.29999999999999993	回购 0.19999999999999996	交易 0.09999999999999998
RESULT	收购.v 2104003028	收购 1.0	了 0.9	其 0.8	有 0.7	该 0.6	的 0.5	收买 0.3999999999999999	交易 0.29999999999999993	采购 0.19999999999999996	征购 0.09999999999999998
RESULT	收购.v 2104004022	收购 1.0	收 0.9	购 0.8	卖 0.7	买 0.6	产 0.5	采购 0.3999999999999999	收获 0.29999999999999993	购买 0.19999999999999996	购入 0.09999999999999998
RESULT	收购.v 2104008014	收购 1.0	收 0.9	的 0.8	批 0.7	总 0.6	购 0.5	采购 0.3999999999999999	回收 0.29999999999999993	订购 0.19999999999999996	销售 0.09999999999999998
RESULT	收购.v 2104011010	收购 1.0	的 0.9	收 0.8	业 0.7	厂 0.6	购 0.5	交易 0.3999999999999999	采购 0.29999999999999993	销售 0.19999999999999996	经营 0.09999999999999998
RESULT	收购.v 2104011015	收购 1.0	且 0.9	收 0.8	使 0.7	购 0.6	致 0.5	交易 0.3999999999999999	收买 0.29999999999999993	收储 0.19999999999999996	发货 0.09999999999999998
RESULT	收购.v 2104012009	收购 1.0	收 0.9	压 0.8	总 0.7	购 0.6	的 0.5	采购 0.3999999999999999	回收 0.29999999999999993	征收 0.19999999999999996	经营 0.09999999999999998
RESULT	收购.v 2104013003	收购 1.0	大 0.9	收 0.8	分 0.7	产 0.6	销售 0.5	采购 0.3999999999999999	运输 0.29999999999999993	经营 0.19999999999999996	回收 0.09999999999999998
RESULT	收购.v 2104015021	收购 1.0	购 0.9	收 0.8	买 0.7	新 0.6	好 0.5	种棉 0.3999999999999999	收买 0.29999999999999993	采购 0.19999999999999996	支持 0.09999999999999998
RESULT	价格.v 2104002004	价格 1.0	价 0.9	量 0.8	格 0.7	率 0.6	较 0.5	价位 0.3999999999999999	价值 0.29999999999999993	格格 0.19999999999999996	成本 0.09999999999999998
RESULT	价格.v 2104008015	价格 1.0	价 0.9	量 0.8	格 0.7	费 0.6	比 0.5	价位 0.3999999999999999	价值 0.29999999999999993	成本 0.19999999999999996	费用 0.09999999999999998
