RESULT	增救.v 2100005001	救 2.360103017165401	保护 1.7931066188209615	保住 1.736622187260124	杀 1.544793045988785	生杀 1.5016750371595946	护 1.4228846120780734	放 1.4215957318614216	接 1.3371678831635874	延接 1.3201661652760588
RESULT	快餐.v 2103003014	早餐 1.8129747380918866	速食 1.7789908738460767	食品 1.742904286404068	餐 1.7189811214715063	大餐 1.676727984398805	食物 1.668342527193463	零食 1.666397870921519	便餐 1.6531808943216952	面包 1.6035572476543203	饮料 1.5973815028914524
RESULT	盒.v 2103003015	盒子 2.0028889756208934	箱 1.9245401431473421	包 1.8656970188023734	餐盒 1.8643642081465115	罐 1.8440539630105532	纸盒 1.8437972706360775	袋 1.8431546350884218	瓶 1.7635669877967983	食盒 1.7248385692271146	罐子 1.705835014625125
RESULT	扔.v 2103003017	扔掉 2.05438780983384	抛扔 1.8545250633421144	抛出 1.8174306285108666	丢 1.7982387541055536	掷 1.7956930017374706	抛 1.7940798580787942	丢掉 1.751053279187055	抛掉 1.7402962279774954	丢下 1.691943417634445	砸 1.613657987137232
RESULT	扔.v 2103004009	丢 2.4252950252242846	放 2.357022665446674	抛 2.2456876932686938	塞 2.2041730600854326	投 2.1098789665560056	掷 2.0398056049408604	扔进 2.0350018753763774	砸 1.8674538701254584	包装 1.4547659262184656	包裹 1.4455318022035122
RESULT	扔.v 2103007007	丢 2.023390478060548	放 1.8738975044131376	抛 1.8303384061000114	塞 1.7551997303792244	扔进 1.6861602552745958	投 1.6773104587757903	掷 1.6015587373640403	推 1.5810357423037538	扔掉 1.5440981462157657	反倒 1.1823552473299113
RESULT	扔.v 2103018008	丢 2.8234302188828218	抛 2.7195283421251233	投掷 2.5582446934529632	掷 2.5336133854378713	乱扔 2.5164672775279793	抛扔 2.477381891261649	放 2.453409005272971	投 2.4236160581913375	撒 2.3670138724670196	抛洒 2.3478396780154367
RESULT	十余次.v 2103003019	十次 2.0362592974012035	多次 1.9277421565956354	八次 1.7699119531364298	十余 1.7646672121689688	几次 1.7423917778534703	两次 1.7281377812477827	数次 1.6889084760543287	五次 1.685191678415503	七次 1.674596808934308	六次 1.661707626928142
RESULT	轮.v 2103004002	船 2.56933744059405	货轮 2.5637335754424555	游轮 2.542942146811057	轮船 2.5009714377328187	客轮 2.4368303492638987	小轮 2.3189983515896166	货船 2.2734477302242015	车 2.2400044343307375	小船 2.2270581718725797	货车 2.1938129910340507
RESULT	则.v 2103004004	也 2.7228394729479453	还 2.690823347988737	又 2.395424242725636	同样 2.3098082596619345	仍然 2.300784796135717	却 2.2968224446917676	亦 2.2766394581130354	一直 2.173037061456831	甚至 2.1193745998496945	更 2.1153144657302914
RESULT	则.v 2103014005	正在 3.2988235836777027	也 3.070502580629505	还 2.978500995028771	曾 2.8969745120573447	却 2.8104218892485506	甚至 2.805687347329196	随后 2.790079333695929	试图 2.768416598165922	同样 2.643922944081049	同时 2.614318459510279
RESULT	将.v 2103004006	把 2.8063180522517572	用 2.130749010588038	拿着 1.9169550819917982	拿出 1.8942664109848633	拿起 1.8773625218298307	被 1.8770487426365194	对 1.8738670520990843	以 1.7963370512642598	为 1.7182971316840452	手持 1.6713062966603618
RESULT	饭盒.v 2103004008	餐盒 2.607791605957252	食盒 2.506071222652549	饭袋 2.147582228728255	酒瓶 2.0437797037272554	碗 2.043648912404075	蛋糕 2.0079613961083576	烟盒 1.976249078778765	饭团 1.9108236268832695	碗盘 1.8808384995058178	酒杯 1.8545669968005438
RESULT	饭盒.v 2103006006	餐盒 3.379112849389802	食盒 3.2091302390913596	餐具 2.762766873880716	米饭 2.760106792583586	饭桶 2.7397014195479517	餐盘 2.7184511960441973	饭 2.6635765916825918	酒瓶 2.649541643418476	食品 2.6204048454307545	食物 2.522894226523234
RESULT	饭盒.v 2103007006	餐盒 2.191814234510832	食盒 2.0963850847354037	餐盘 1.8613572332944448	餐具 1.8232664999873962	酒瓶 1.7695369185487189	碗筷 1.7172596152037019	碗盘 1.7090631473128937	饭团 1.7049091848524767	碗 1.7024515439762404	烟盒 1.669928390630071
RESULT	饭盒.v 2103013009	餐盒 3.1193767125299914	食盒 2.9284949864607057	饭袋 2.7005921513292317	餐具 2.680465947282387	餐盘 2.654890465831769	碗盘 2.419710823726539	酒瓶 2.3818876433959946	烟盒 2.376622372339147	药盒 2.3566186155370703	纸盒 2.3549167771376975
RESULT	饭盒.v 2103027007	餐盒 2.902555011938293	食盒 2.7762488159198417	餐具 2.429550924081988	酒瓶 2.3113961796489186	礼盒 2.2075469123548883	碗 2.1540622610244773	碗盘 2.1504746295522925	面包 2.1402839209358455	饭团 2.1299060727038057	茶包 2.122951774234198
RESULT	进闸.v 2103004010	进门 2.6238263931417176	入门 2.3599161644357163	出舱 1.9021671562274602	闸 1.775072227039278	出门 1.7312044230349026	入 1.6107745483505145	下船 1.508252313415553	上船 1.4503929405480933	舱 1.418506519316185	门 1.3495224844311515
RESULT	进闸.v 2103005014	进港 3.481038285885679	开闸 3.410741071545586	入港 3.3366504748984562	进入 3.211165799318012	入口 3.1164817663627953	出港 3.09644141283548	驶入 3.0313346522134825	开启 3.000691265485147	起航 3.000418755809521	起锚 2.9770889872783797
RESULT	进闸.v 2103007008	进水 1.9609888634898303	倒闸 1.7568025999485932	入水 1.7339031708302364	下河 1.5576529197729538	闸 1.551133609760619	开闸 1.502428344720766	上河 1.4712184458487838	出水 1.4400184360450416	下水 1.428644808456882	湖 1.3591366412158636
RESULT	进闸.v 2103009012	进港 2.938039748492876	开闸 2.8394250428825623	入港 2.83115091207058	进口 2.7423275674388643	出港 2.63226667330713	入口 2.542733309963972	出口 2.466069597407576	回航 2.4597090191590856	回港 2.425550285620611	驶入 2.423899701333885
RESULT	进闸.v 2103015018	进港 3.8764924552369826	开闸 3.8669453718389506	入港 3.825167749432915	进入 3.7606979204208977	入库 3.5967698189206905	出港 3.5917463946038204	起航 3.5543018410338507	开启 3.5189166869075397	驶入 3.50066034159503	通过 3.493720951739021
RESULT	进闸.v 2103017008	开闸 2.406138204559349	进港 2.3159829913006824	进场 2.2046348773323965	入港 2.16670820370407	通过 2.0716513768326985	出港 2.051543623103111	开门 2.041325514284616	上岸 2.0003549721461704	停靠 1.9616211905145948	入口 1.9612939522987078
RESULT	燃料.v 2103005009	燃油 3.093440553661587	柴油 2.894970230055651	燃气 2.809799470855662	油料 2.7775074586368227	汽油 2.6935404021161156	煤炭 2.643452213561109	石油 2.6207566239960207	能源 2.594502505485848	原油 2.5404064585284885	煤油 2.5353545444088548
RESULT	货轮.v 2103005011	客轮 3.1113998874670394	货船 3.0128157390763173	船 2.7620689791201087	汽轮 2.724482300346617	轮 2.721536945100868	客船 2.6981661334928067	轮船 2.623236733038827	班轮 2.610897889919676	船舶 2.6106550998868734	商船 2.597400000956006
RESULT	货轮.v 2103008002	货船 3.1098051224631313	船 2.765424880097238	客轮 2.763012691975895	轮船 2.7309956917568883	邮轮 2.708054447322085	船只 2.6525930214511955	客船 2.6519100110703437	货车 2.6234570068594953	船舶 2.6046142711569833	航船 2.541456996630569
RESULT	舷.v 2103006003	侧 3.0639281092802335	边 2.844216562998974	翼 2.753106662070884	右舷 2.678261749942302	面 2.624532187162117	岸 2.5922317543043105	上方 2.468852160515293	舵 2.424156070101587	左舷 2.4035992314059675	下方 2.4024661606771525
RESULT	扔下.v 2103006005	丢下 3.555112606575709	扔出 3.5100871559795213	抛下 3.4409956606853456	放下 3.3650321238705416	扔 3.364606064993465	掷下 3.336458377437656	抛出 3.2586982274781704	丢掉 3.167954778549986	投掷 3.143744004969655	投下 3.093821761372916
RESULT	烟盒.v 2103006008	香烟 2.75073145821688	纸盒 2.4273117352572733	香盒 2.3669474781225524	烟 2.284832969045299	酒瓶 2.2767748997255146	饭盒 2.2759227524086314	抽屉 2.232387786319335	药盒 2.2255259810833876	纸箱 2.143400160219045	油箱 2.1142560774099626
RESULT	船员.v 2103007013	乘客 1.8756329806160075	船长 1.8385971804404513	船工 1.830182221718502	乘员 1.7968778205358698	艇员 1.7903769556966505	队员 1.7713930050735716	海员 1.7613548867396176	水手 1.7396742177140228	员工 1.7306980930695472	舰员 1.725388181865631
RESULT	船员.v 2103008004	员工 2.6792622168335076	乘员 2.576709580857494	人员 2.536788922106392	队员 2.5155956944357634	船长 2.509076842377145	舰员 2.453971174964186	艇员 2.435770768311144	海员 2.4079958993755506	乘客 2.365350813743278	人 2.326253970926195
RESULT	船员.v 2103010007	队员 2.050335627013812	艇员 2.0349348569171766	员 1.924926546239197	乘客 1.9213594569602634	乘员 1.901304256429319	海员 1.894519751546087	舰员 1.864033220090167	船长 1.853668018424858	水手 1.8164117528270614	人员 1.806889452644663
RESULT	船员.v 2103014004	乘客 2.862500424883076	水手 2.774548227289942	乘员 2.595276546069766	海员 2.593863224377716	员工 2.5154360949281425	船长 2.4801861355879478	人员 2.4448251513307255	成员 2.434527358694612	队员 2.4330858944272666	官员 2.416495153561991
RESULT	船员.v 2103018005	员工 2.750201918940066	人员 2.6956547909407274	海员 2.6473292684907563	队员 2.6418563106894903	乘员 2.6286720794685348	船长 2.62089057862758	艇员 2.61886680793352	舰员 2.5720041336733828	船主 2.5046953450605662	渔民 2.449223416637567
RESULT	船员.v 2103026005	船工 3.175986713714841	员工 3.161916591543839	乘客 3.0984302525011587	乘员 3.083503091618734	人员 3.0672956069757045	队员 3.0503839976592912	舰员 2.995730094429128	官员 2.9752826944665065	海员 2.9678727338008004	水手 2.9553047131454395
RESULT	倒出.v 2103007014	扔出 1.9512782712048478	拿出 1.9312634554414068	倒进 1.8740883399050736	放出 1.8232054700498683	翻出 1.8216420178464434	丢出 1.8156938818094952	端出 1.792627051721544	抛出 1.7919186058857648	倒入 1.7899330081643228	舀出 1.7361548444637618
RESULT	剩菜.v 2103007015	剩饭 2.099951511500685	菜 1.897895800480003	蔬菜 1.876554586149319	菜肴 1.8549423683222892	饭菜 1.762993106314621	菜汤 1.7187428336871546	菜汁 1.7120136347519779	鲜菜 1.7005512802990004	零食 1.6990139901054038	咸菜 1.6858390136377013
RESULT	扫.v 2103008007	扔 3.1448538212632133	丢 3.0751614195893637	冲 3.039627611322187	抛 3.02185147526648	打 2.9190876947569073	洒 2.7587828519690922	清扫 2.7129285198592057	掷 2.556463369380583	扫射 2.45751528647171	清理 2.391991628436711
RESULT	入.v 2103008008	进 3.628072590280592	到 3.3930946533760467	在 2.956552276402905	射到 2.8565630001153135	射进 2.8386689914788454	至 2.6433102863193874	入海 2.6327545546754445	落在 2.6101704881806955	回 2.573287431326825	射入 2.483832074731483
RESULT	回航.v 2103009007	返航 2.972445812059589	返回 2.971126716209052	回港 2.795664797444476	归航 2.6930433726128213	启航 2.6587277063160815	起航 2.649684605172721	出航 2.640114184507017	出发 2.583394462861652	回 2.5260327557243074	开航 2.506124224797709
RESULT	还有.v 2103009014	是 2.6938931809396793	还是 2.5552397853339444	又是 2.452185907050988	只有 2.4245167384820774	就是 2.357425560290882	为 2.3314117732918107	却是 2.302295396917071	有 2.2702021718582763	尚有 2.2342547731593148	另有 2.2011370200312506
RESULT	正在.v 2103010003	正 1.9981331781426528	在 1.9611000022297953	已经 1.9481389622998355	正要 1.865050858873587	尚未 1.7604109766384253	准备 1.7478277176275672	已 1.7466825636998933	刚在 1.7081533199587737	进行 1.6718921171578114	正好 1.6654502740057326
RESULT	清扫.v 2103010004	打扫 2.2999818409219133	清洁 2.175509318652179	清洗 2.1673442268470806	整理 2.0505182692055692	扫 1.9771139869967809	扫荡 1.9621275214983414	洗涤 1.7985527975088462	洗刷 1.78193157065876	清 1.7636865893436406	干洗 1.736219093628436
RESULT	连续.v 2103010008	持续 1.9663316757292366	接连 1.8451721253426743	继续 1.7029372254321107	连连 1.669930186687423	连 1.6558187378340712	连接 1.6276788119963514	陆续 1.6079310698276004	接续 1.5698683013374142	又 1.517789326691936	经过 1.4881828229709342
RESULT	倒进.v 2103010012	倒入 2.314871021750178	扔进 2.2139387628990432	放进 2.0733530913266134	投入 2.042100330972964	推进 2.0222396262627553	放入 2.002329959182443	冲进 1.9998682873573346	投进 1.9739994455064336	抛进 1.9657170754087199	推入 1.9448141358673658
RESULT	倒进.v 2103024022	倒入 3.0259292560394733	扔进 2.8548588835053295	放进 2.8330530891879953	放入 2.806531610522996	投入 2.7145628933307115	放回 2.7058660644151056	装进 2.7036274680974435	灌入 2.6963005596671814	丢入 2.6869997193724675	抛进 2.6754379215731796
RESULT	轮船.v 2103011001	船 2.4041012801450465	船舶 2.364514436544794	货船 2.2939035251497764	航船 2.2691628278174196	帆船 2.2611454635038077	船体 2.2601335359648362	渡轮 2.2360864992031737	货轮 2.2188603999248953	大船 2.2129919550642785	汽船 2.189607547649972
RESULT	轮船.v 2103016011	船舶 1.908519983844314	船只 1.8876392379990605	船上 1.7782275513578503	货船 1.716628782651916	舰船 1.7163415023640314	货轮 1.7023687875773619	邮轮 1.678250369710694	船 1.6556543297740947	客船 1.6459408467240233	轮渡 1.6360286638688835
RESULT	上升.v 2103011002	升 2.305071983514781	下降 2.2428533530500814	提升 2.2392102847483213	攀升 2.2139627647218796	抬升 2.2110336928658945	爬升 2.1844681121883025	直升 2.1747047165094413	升降 2.1465289819885913	升高 2.1351515351266954	高升 2.109738263190313
RESULT	上升.v 2108001014	增加 2.764384625089619	增长 2.6228144246686376	攀升 2.514647073578455	上涨 2.49423874425523	提高 2.467775618268018	升高 2.3850345623039435	下降 2.376549960618803	飙升 2.3703484836695705	提升 2.275704737627815	回升 2.2341909691323365
RESULT	至.v 2103011003	到 2.700639497650295	达到 2.3104553740222644	到达 2.304831781852901	达 2.160696456549333	于 2.107675741156014	及 2.0136196358505116	处于 1.9940135126814333	完成 1.9868986669721973	或 1.96058254966232	完全 1.9145024576906238
RESULT	地面.v 2103011005	地表 2.1999547346790527	陆地 2.170857711149249	海面 2.157474093347246	水面 2.145902838221003	地上 2.077300464780037	平面 2.0751905736855827	路面 2.021136374530434	台面 2.007459321985632	平地 1.999951851382073	上面 1.998813198438658
RESULT	平行.v 2103011006	垂直 2.2256351995469332	相平 2.092280002548445	同步 2.074659185581285	平直 2.0268549427401363	平面 2.018169727541062	同行 2.0040873165876656	接近 1.9628578067159643	持平 1.9546543461998962	交叉 1.9501303519376472	同 1.9447314567832774
RESULT	纸盒.v 2103011014	纸箱 2.5224110324723816	纸袋 2.3517123804968953	木盒 2.1778464051075335	书箱 2.1490689333765234	木箱 2.1097810669347075	皮箱 2.0852803320633875	书包 2.0770448786919347	铁盒 2.055401836722441	烟盒 2.034785299796835	信箱 2.034650061190283
RESULT	背篓.v 2103011016	背包 2.5462469679749753	纸篓 2.2468059335254518	篓子 2.2279416857358734	包裹 2.1456229759780796	篓 2.1216936275113065	包袱 2.112507737535834	担架 2.1099036961677817	筐 2.082886746283289	肩带 2.0791106883711823	腰包 2.0788922089007524
RESULT	违规.v 2103011017	违法 2.416252616779135	非法 2.2166424198227292	犯规 2.208229007889768	合法 1.9908973304093298	顺利 1.9718303969122466	合规 1.9389734183428424	正规 1.896949918710385	依法 1.8811454578807751	执法 1.8674335838142435	犯法 1.8607019224990242
RESULT	越过.v 2103011018	穿过 2.4155974781774385	通过 2.3767826665686567	跨过 2.355620760454084	跨越 2.351311350842698	爬过 2.325537322650003	穿越 2.3171882771298167	绕过 2.3114604341885783	超越 2.2959705781668878	超过 2.2683723242460156	横过 2.2051299946261724
RESULT	栏杆.v 2103011019	栅栏 2.3687044241499913	铁栏 2.168745576313521	桥栏 2.122119691707868	桅杆 2.1207712844980255	栏架 2.115720566042837	锚杆 2.081838652114459	杆子 2.0637943627635784	框架 2.0459602871811615	栏 2.036286570518798	窗户 2.019273444725172
RESULT	登上.v 2103011021	爬上 2.4025042045926326	走上 2.292675871089205	攀登 2.2318044859947777	乘坐 2.231635313889942	进入 2.20945861585277	驶上 2.198769942427098	踏上 2.198280684614243	攀上 2.190720817575812	坐上 2.1874362213479155	乘上 2.1798904698213963
RESULT	乘客.v 2103013001	旅客 3.061965966794413	游客 2.808969262412325	客人 2.740268260453193	载客 2.5927834442088424	船员 2.5664773026686993	坐客 2.5493365834255544	司机 2.4554887765292897	航班 2.4548921885516157	乘员 2.447601445133341	列车 2.4234998889921386
