RESULT	增救.v 2100005001	增援 1.0	增收 0.9	增补 0.8	增修 0.7	增强 0.6	增给 0.5	增加 0.3999999999999999	增重 0.29999999999999993
RESULT	增救.v 2100006014	增援 1.0	增加 0.9	增补 0.8	增强 0.7	增给 0.6	增修 0.5	增收 0.3999999999999999	增添 0.29999999999999993	增上 0.19999999999999996
RESULT	饭盒.v 2103013009	饭盒 1.0	盒饭 0.9	盒子 0.8	米饭 0.7	小菜 0.6	碗碟 0.5	食盒 0.3999999999999999	餐盒 0.29999999999999993	饭碗 0.19999999999999996	碗筷 0.09999999999999998
RESULT	饭盒.v 2103027007	饭盒 1.0	盒饭 0.9	饭碗 0.8	食盒 0.7	盒子 0.6	餐盒 0.5	食物 0.3999999999999999	米饭 0.29999999999999993	酒杯 0.19999999999999996	小菜 0.09999999999999998
RESULT	进闸.v 2103004010	进水 1.0	闸 0.9	进进 0.8	进入 0.7	进港 0.6	进门 0.5
RESULT	进闸.v 2103005014	开闸 1.0	启动 0.9	出发 0.8	起航 0.7	起锚 0.6	启航 0.5	通车 0.3999999999999999	启用 0.29999999999999993	启程 0.19999999999999996	起动 0.09999999999999998
RESULT	进闸.v 2103007008	闸 1.0	进门 0.9	进水 0.8	进进 0.7	放进 0.6	进入 0.5	开闸 0.3999999999999999	进口 0.29999999999999993	倒闸 0.19999999999999996
RESULT	进闸.v 2103009012	进入 1.0	进出 0.9	进水 0.8	开闸 0.7	进港 0.6	启动 0.5	拉闸 0.3999999999999999	进站 0.29999999999999993	进口 0.19999999999999996	关闸 0.09999999999999998
RESULT	进闸.v 2103015018	开闸 1.0	启动 0.9	出发 0.8	进入 0.7	进水 0.6	启航 0.5	出海 0.3999999999999999	通过 0.29999999999999993	起航 0.19999999999999996	启用 0.09999999999999998
RESULT	进闸.v 2103017008	进入 1.0	通过 0.9	开闸 0.8	启动 0.7	抵达 0.6	驶入 0.5	进出 0.3999999999999999	到达 0.29999999999999993	进行 0.19999999999999996	驶过 0.09999999999999998
RESULT	燃料.v 2103005009	燃料 1.0	燃油 0.9	燃煤 0.8	柴油 0.7	燃气 0.6	物资 0.5	煤 0.3999999999999999	油料 0.29999999999999993	煤油 0.19999999999999996	石油 0.09999999999999998
RESULT	货轮.v 2103005011	货轮 1.0	班轮 0.9	船舶 0.8	邮轮 0.7	汽轮 0.6	货船 0.5	列车 0.3999999999999999	货车 0.29999999999999993	小轮 0.19999999999999996	船 0.09999999999999998
RESULT	货轮.v 2103008002	货轮 1.0	轮船 0.9	邮轮 0.8	船只 0.7	货船 0.6	船舶 0.5	轮渡 0.3999999999999999	客轮 0.29999999999999993	班轮 0.19999999999999996	列车 0.09999999999999998
RESULT	舷.v 2103006003	舷 1.0	侧 0.9	边 0.8	岸 0.7	面 0.6	端 0.5	桅 0.3999999999999999	方 0.29999999999999993	船舷 0.19999999999999996	翼 0.09999999999999998
RESULT	扔下.v 2103006005	下放 1.0	放下 0.9	乱扔 0.8	抛弃 0.7	扔 0.6	拿 0.5	下落 0.3999999999999999	丢 0.29999999999999993	丢下 0.19999999999999996	放弃 0.09999999999999998
RESULT	烟盒.v 2103006008	烟盒 1.0	烟 0.9	香烟 0.8	烟卷 0.7	烟子 0.6	烟圈 0.5	烟灰 0.3999999999999999	烟头 0.29999999999999993	烟袋 0.19999999999999996	烟酒 0.09999999999999998
RESULT	船员.v 2103007013	水手 1.0	船员 0.9	船工 0.8	船家 0.7	船夫 0.6	职员 0.5	乘客 0.3999999999999999	船长 0.29999999999999993	海员 0.19999999999999996	工人 0.09999999999999998
RESULT	船员.v 2103008004	船员 1.0	水手 0.9	船工 0.8	职员 0.7	人员 0.6	驾驶 0.5	乘客 0.3999999999999999	船长 0.29999999999999993	雇员 0.19999999999999996	员工 0.09999999999999998
RESULT	船员.v 2103010007	水手 1.0	艇员 0.9	队员 0.8	男子 0.7	水兵 0.6	职员 0.5	队伍 0.3999999999999999	员 0.29999999999999993	班船 0.19999999999999996	海员 0.09999999999999998
RESULT	船员.v 2103014004	水手 1.0	船员 0.9	乘客 0.8	海员 0.7	职员 0.6	船工 0.5	水兵 0.3999999999999999	艇员 0.29999999999999993	官员 0.19999999999999996	雇员 0.09999999999999998
RESULT	船员.v 2103018005	水手 1.0	艇员 0.9	人员 0.8	雇员 0.7	员工 0.6	职员 0.5	队员 0.3999999999999999	海员 0.29999999999999993	渔人 0.19999999999999996	驾驶 0.09999999999999998
RESULT	船员.v 2103026005	船员 1.0	水手 0.9	人员 0.8	乘客 0.7	员工 0.6	工人 0.5	职员 0.3999999999999999	船只 0.29999999999999993	艇员 0.19999999999999996	舰员 0.09999999999999998
RESULT	倒出.v 2103007014	倒出 1.0	倒掉 0.9	倒进 0.8	倒入 0.7	倒去 0.6	取出 0.5	倒下 0.3999999999999999	倒空 0.29999999999999993	捞出 0.19999999999999996	倒来 0.09999999999999998
RESULT	剩菜.v 2103007015	剩饭 1.0	剩菜 0.9	菜肴 0.8	菜 0.7	食物 0.6	汤菜 0.5	垃圾 0.3999999999999999	汤 0.29999999999999993	菜蔬 0.19999999999999996	烧菜 0.09999999999999998
RESULT	扫.v 2103008007	清理 1.0	倒 0.9	放 0.8	抛 0.7	打 0.6	扔进 0.5	投 0.3999999999999999	倾倒 0.29999999999999993	填 0.19999999999999996	冲 0.09999999999999998
RESULT	入.v 2103008008	入 1.0	到 0.9	进 0.8	出 0.7	去 0.6	向 0.5	落 0.3999999999999999	荡 0.29999999999999993	在 0.19999999999999996	射 0.09999999999999998
RESULT	回航.v 2103009007	回航 1.0	返航 0.9	起航 0.8	回归 0.7	回程 0.6	起飞 0.5	归航 0.3999999999999999	启航 0.29999999999999993	回港 0.19999999999999996	回国 0.09999999999999998
RESULT	还有.v 2103009014	还有 1.0	有 0.9	还 0.8	尚有 0.7	另有 0.6	还是 0.5	有着 0.3999999999999999	仍 0.29999999999999993	是 0.19999999999999996	共有 0.09999999999999998
RESULT	正在.v 2103010003	正在 1.0	正 0.9	正要 0.8	正忙 0.7	正值 0.6	在 0.5	已经 0.3999999999999999	正是 0.29999999999999993	正正 0.19999999999999996	正待 0.09999999999999998
RESULT	清扫.v 2103010004	打扫 1.0	清理 0.9	清扫 0.8	整理 0.7	扫地 0.6	清洁 0.5	扫 0.3999999999999999	扫除 0.29999999999999993	除尘 0.19999999999999996	扫帚 0.09999999999999998
RESULT	连续.v 2103010008	连续 1.0	接连 0.9	反复 0.8	循环 0.7	接续 0.6	频频 0.5	先后 0.3999999999999999	再 0.29999999999999993	持续 0.19999999999999996	多次 0.09999999999999998
RESULT	倒进.v 2103010012	倒进 1.0	倒入 0.9	投入 0.8	倾倒 0.7	放进 0.6	放入 0.5	塞入 0.3999999999999999	冲进 0.29999999999999993	倒出 0.19999999999999996	冲入 0.09999999999999998
RESULT	倒进.v 2103024022	倒进 1.0	倒入 0.9	放进 0.8	倾入 0.7	倾倒 0.6	放入 0.5	倒 0.3999999999999999	倒回 0.29999999999999993	倒出 0.19999999999999996	搬进 0.09999999999999998
RESULT	轮船.v 2103011001	轮船 1.0	船只 0.9	船 0.8	船舶 0.7	艇 0.6	舰船 0.5	船舷 0.3999999999999999	船儿 0.29999999999999993	浮船 0.19999999999999996	船头 0.09999999999999998
RESULT	轮船.v 2103016011	轮船 1.0	渡船 0.9	水面 0.8	邮轮 0.7	艇 0.6	舰船 0.5	轮渡 0.3999999999999999	码头 0.29999999999999993	小船 0.19999999999999996	渡轮 0.09999999999999998
RESULT	上升.v 2103011002	上升 1.0	升 0.9	升起 0.8	上行 0.7	抬升 0.6	升到 0.5	升级 0.3999999999999999	升升 0.29999999999999993	爬升 0.19999999999999996	升高 0.09999999999999998
RESULT	上升.v 2108001014	增加 1.0	增长 0.9	提高 0.8	上升 0.7	升高 0.6	增高 0.5	回升 0.3999999999999999	攀升 0.29999999999999993	提升 0.19999999999999996	扩大 0.09999999999999998
RESULT	至.v 2103011003	至 1.0	到 0.9	达 0.8	直至 0.7	迄 0.6	起至 0.5	并 0.3999999999999999	来到 0.29999999999999993	往 0.19999999999999996	向 0.09999999999999998
RESULT	地面.v 2103011005	地面 1.0	地 0.9	水面 0.8	水 0.7	陆地 0.6	海面 0.5	天 0.3999999999999999	土地 0.29999999999999993	岸 0.19999999999999996	海 0.09999999999999998
RESULT	平行.v 2103011006	平行 1.0	垂直 0.9	相平 0.8	等距 0.7	一致 0.6	同 0.5	并行 0.3999999999999999	相等 0.29999999999999993	平 0.19999999999999996	行走 0.09999999999999998
RESULT	纸盒.v 2103011014	纸盒 1.0	纸包 0.9	纸篓 0.8	纸袋 0.7	书包 0.6	书本 0.5	信纸 0.3999999999999999	小盒 0.29999999999999993	盒子 0.19999999999999996	包袱 0.09999999999999998
RESULT	背篓.v 2103011016	背篓 1.0	篓子 0.9	包袱 0.8	背包 0.7	篓 0.6	书包 0.5	垃圾 0.3999999999999999	背囊 0.29999999999999993	竹篓 0.19999999999999996	担子 0.09999999999999998
RESULT	违规.v 2103011017	违规 1.0	违章 0.9	违法 0.8	违纪 0.7	违反 0.6	无故 0.5	冒牌 0.3999999999999999	不慎 0.29999999999999993	私自 0.19999999999999996	违例 0.09999999999999998
RESULT	越过.v 2103011018	越过 1.0	越 0.9	翻越 0.8	跨越 0.7	跨 0.6	穿过 0.5	爬 0.3999999999999999	超越 0.29999999999999993	跨过 0.19999999999999996	攀越 0.09999999999999998
RESULT	栏杆.v 2103011019	栏杆 1.0	栅栏 0.9	护栏 0.8	障碍 0.7	围栏 0.6	铁栏 0.5	桅杆 0.3999999999999999	缆索 0.29999999999999993	栏栅 0.19999999999999996	边栏 0.09999999999999998
RESULT	登上.v 2103011021	登上 1.0	登 0.9	乘 0.8	驶入 0.7	登陆 0.6	驶上 0.5	搭上 0.3999999999999999	搭乘 0.29999999999999993	进入 0.19999999999999996	爬上 0.09999999999999998
RESULT	乘客.v 2103013001	乘客 1.0	列车 0.9	客人 0.8	旅客 0.7	船员 0.6	载客 0.5	车辆 0.3999999999999999	车 0.29999999999999993	人员 0.19999999999999996	行人 0.09999999999999998
RESULT	乘客.v 2103018003	乘客 1.0	客人 0.9	旅客 0.8	客 0.7	游客 0.6	人 0.5	行人 0.3999999999999999	坐客 0.29999999999999993	载客 0.19999999999999996	水手 0.09999999999999998
RESULT	乘客.v 2103027004	乘客 1.0	旅客 0.9	客人 0.8	男子 0.7	坐客 0.6	载客 0.5	驾驶 0.3999999999999999	搭客 0.29999999999999993	成年 0.19999999999999996	行人 0.09999999999999998
RESULT	抛.v 2103013005	抛掷 1.0	倒入 0.9	倾倒 0.8	放置 0.7	置入 0.6	摆放 0.5	撤出 0.3999999999999999	丢掷 0.29999999999999993	移动 0.19999999999999996	散去 0.09999999999999998
RESULT	抛.v 2103016005	抛掷 1.0	倾倒 0.9	垃圾 0.8	乱扔 0.7	摆放 0.6	清理 0.5	散放 0.3999999999999999	堆放 0.29999999999999993	落水 0.19999999999999996	弃置 0.09999999999999998
RESULT	抛.v 2103017016	抛洒 1.0	倾倒 0.9	泼洒 0.8	乱扔 0.7	清理 0.6	填满 0.5	洒落 0.3999999999999999	移动 0.29999999999999993	施放 0.19999999999999996	推出 0.09999999999999998
RESULT	投.v 2103013006	掷 1.0	去 0.9	出 0.8	入 0.7	弃 0.6	放 0.5	洒 0.3999999999999999	散 0.29999999999999993	投 0.19999999999999996	撒 0.09999999999999998
RESULT	投.v 2103016006	掷 1.0	洒 0.9	弃 0.8	撒 0.7	扔 0.6	放 0.5	送 0.3999999999999999	散 0.29999999999999993	落 0.19999999999999996	出 0.09999999999999998
RESULT	投.v 2103017017	洒 1.0	掷 0.9	弃 0.8	去 0.7	出 0.6	撒 0.5	放 0.3999999999999999	送 0.29999999999999993	入 0.19999999999999996	散 0.09999999999999998
RESULT	塑料袋.v 2103013007	塑料袋 1.0	布袋 0.9	袋子 0.8	垃圾袋 0.7	纸袋 0.6	包装袋 0.5	口袋 0.3999999999999999	面包 0.29999999999999993	饭袋 0.19999999999999996	食品袋 0.09999999999999998
RESULT	脸盆.v 2103014007	脸盆 1.0	浴缸 0.9	面盆 0.8	抹布 0.7	洗脸 0.6	浴盆 0.5	盆 0.3999999999999999	水盆 0.29999999999999993	澡盆 0.19999999999999996	小盆 0.09999999999999998
RESULT	倾倒.v 2103014008	倒 1.0	倒掉 0.9	倒水 0.8	倾倒 0.7	倒出 0.6	倒入 0.5	倒下 0.3999999999999999	舀 0.29999999999999993	倒满 0.19999999999999996	泼 0.09999999999999998
RESULT	倾倒.v 2103026008	倾倒 1.0	倒入 0.9	倒 0.8	倾泻 0.7	排放 0.6	倾吐 0.5	倾入 0.3999999999999999	倒去 0.29999999999999993	倒下 0.19999999999999996	倒出 0.09999999999999998
RESULT	污水.v 2103014009	污水 1.0	水 0.9	污秽 0.8	污泥 0.7	废水 0.6	垃圾 0.5	污染 0.3999999999999999	污垢 0.29999999999999993	污物 0.19999999999999996	浊水 0.09999999999999998
RESULT	污水.v 2103026009	污水 1.0	废水 0.9	垃圾 0.8	污泥 0.7	水 0.6	污染 0.5	污物 0.3999999999999999	污秽 0.29999999999999993	浊水 0.19999999999999996	清水 0.09999999999999998
RESULT	同时.v 2103015015	同时 1.0	分别 0.9	相继 0.8	共同 0.7	先后 0.6	陆续 0.5	一同 0.3999999999999999	并 0.29999999999999993	依然 0.19999999999999996	均 0.09999999999999998
RESULT	均.v 2103016003	均 1.0	都 0.9	皆 0.8	俱 0.7	全都 0.6	平均 0.5	通常 0.3999999999999999	统统 0.29999999999999993	随时 0.19999999999999996	普遍 0.09999999999999998
RESULT	现象.v 2103016008	现象 1.0	情况 0.9	行为 0.8	事件 0.7	情形 0.6	状况 0.5	事故 0.3999999999999999	状态 0.29999999999999993	景象 0.19999999999999996	行动 0.09999999999999998
RESULT	拥挤.v 2103016012	拥挤 1.0	挤 0.9	众多 0.8	过多 0.7	拥堵 0.6	挤满 0.5	挤迫 0.3999999999999999	多 0.29999999999999993	紧凑 0.19999999999999996	人数 0.09999999999999998
RESULT	无法.v 2103016014	无法 1.0	不能 0.9	未能 0.8	无从 0.7	无能 0.6	难以 0.5	没法 0.3999999999999999	不易 0.29999999999999993	不可 0.19999999999999996	不便 0.09999999999999998
RESULT	准确.v 2103016015	准确 1.0	精确 0.9	正确 0.8	确切 0.7	完整 0.6	具体 0.5	完全 0.3999999999999999	合理 0.29999999999999993	详细 0.19999999999999996	科学 0.09999999999999998
RESULT	统计.v 2103016016	计算 1.0	统计 0.9	计数 0.8	估算 0.7	测算 0.6	估计 0.5	计量 0.3999999999999999	统一 0.29999999999999993	数 0.19999999999999996	统筹 0.09999999999999998
RESULT	统计.v 2104012001	统计 1.0	计算 0.9	了解 0.8	估计 0.7	测算 0.6	分析 0.5	估算 0.3999999999999999	调查 0.29999999999999993	介绍 0.19999999999999996	称 0.09999999999999998
RESULT	过往.v 2103018000	过往 1.0	往来 0.9	来往 0.8	经过 0.7	过渡 0.6	过去 0.5	过河 0.3999999999999999	过 0.29999999999999993	往返 0.19999999999999996	过来 0.09999999999999998
RESULT	船只.v 2103018001	船只 1.0	客船 0.9	车辆 0.8	船舶 0.7	渡船 0.6	车船 0.5	行船 0.3999999999999999	船 0.29999999999999993	轮船 0.19999999999999996	舰只 0.09999999999999998
RESULT	室.v 2103018007	室 1.0	房 0.9	门口 0.8	板 0.7	内 0.6	台 0.5	楼 0.3999999999999999	舱 0.29999999999999993	口 0.19999999999999996	区 0.09999999999999998
RESULT	一直.v 2103018011	一直 1.0	始终 0.9	总 0.8	一度 0.7	长期 0.6	一向 0.5	永远 0.3999999999999999	依然 0.29999999999999993	常常 0.19999999999999996	仍然 0.09999999999999998
RESULT	一直.v 2105008010	一直 1.0	继续 0.9	一再 0.8	始终 0.7	每天 0.6	日夜 0.5	持续 0.3999999999999999	每每 0.29999999999999993	总是 0.19999999999999996	经常 0.09999999999999998
RESULT	令.v 2103018013	令 1.0	让 0.9	使 0.8	叫 0.7	指挥 0.6	迫使 0.5	导致 0.3999999999999999	引起 0.29999999999999993	驱动 0.19999999999999996	役使 0.09999999999999998
RESULT	管理.v 2103018015	管理 1.0	监理 0.9	监管 0.8	运营 0.7	经营 0.6	操作 0.5	主管 0.3999999999999999	经理 0.29999999999999993	执行 0.19999999999999996	控制 0.09999999999999998
RESULT	管理.v 2107004001	管理 1.0	治理 0.9	经营 0.8	管控 0.7	管制 0.6	管治 0.5	监管 0.3999999999999999	控制 0.29999999999999993	环境 0.19999999999999996	规制 0.09999999999999998
RESULT	管理.v 2107007011	管理 1.0	监管 0.9	管控 0.8	管制 0.7	治理 0.6	控制 0.5	管治 0.3999999999999999	监督 0.29999999999999993	经营 0.19999999999999996	执法 0.09999999999999998
RESULT	头痛.v 2103018017	头痛 1.0	头疼 0.9	苦恼 0.8	痛苦 0.7	忧心 0.6	恼怒 0.5	困扰 0.3999999999999999	不满 0.29999999999999993	难堪 0.19999999999999996	烦恼 0.09999999999999998
RESULT	定期.v 2103019003	定期 1.0	定时 0.9	固定 0.8	定点 0.7	按时 0.6	轮流 0.5	例行 0.3999999999999999	坚持 0.29999999999999993	定量 0.19999999999999996	定额 0.09999999999999998
RESULT	打捞.v 2103019004	打捞 1.0	捞起 0.9	捞 0.8	清理 0.7	捕捞 0.6	捞出 0.5	搜捕 0.3999999999999999	搜救 0.29999999999999993	捞取 0.19999999999999996	抓捕 0.09999999999999998
RESULT	打捞.v 2103024010	打捞 1.0	捞起 0.9	清理 0.8	捞出 0.7	捕捞 0.6	捞 0.5	捞取 0.3999999999999999	搜索 0.29999999999999993	抓取 0.19999999999999996	扒开 0.09999999999999998
RESULT	捞.v 2103019009	取 1.0	捕捞 0.9	沉没 0.8	获取 0.7	找到 0.6	清理 0.5	彻底 0.3999999999999999	处理 0.29999999999999993	捉到 0.19999999999999996	洗 0.09999999999999998
RESULT	常常.v 2103019014	经常 1.0	到处 0.9	常常 0.8	常 0.7	总是 0.6	时常 0.5	时时 0.3999999999999999	总 0.29999999999999993	处处 0.19999999999999996	往往 0.09999999999999998
RESULT	布满.v 2103019015	布满 1.0	满布 0.9	充满 0.8	有 0.7	遍布 0.6	装满 0.5	摆满 0.3999999999999999	挂满 0.29999999999999993	填满 0.19999999999999996	排满 0.09999999999999998
RESULT	江河.v 2103020004	河道 1.0	水上 0.9	水闸 0.8	水利 0.7	河流 0.6	河水 0.5	水运 0.3999999999999999	水面 0.29999999999999993	大河 0.19999999999999996	水流 0.09999999999999998
RESULT	看来.v 2103021000	看来 1.0	可见 0.9	看起 0.8	现在 0.7	瞧 0.6	听来 0.5	来 0.3999999999999999	说来 0.29999999999999993	看得 0.19999999999999996	据说 0.09999999999999998
RESULT	根除.v 2103021004	根除 1.0	消除 0.9	除去 0.8	清除 0.7	彻底 0.6	解决 0.5	解除 0.3999999999999999	治理 0.29999999999999993	破除 0.19999999999999996	去除 0.09999999999999998
RESULT	需要.v 2103021011	需要 1.0	得 0.9	必须 0.8	须要 0.7	需 0.6	必需 0.5	须 0.3999999999999999	靠 0.29999999999999993	涉及 0.19999999999999996	亟需 0.09999999999999998
RESULT	方方面面.v 2103021012	方方面面 1.0	各方 0.9	诸方面 0.8	诸多方面 0.7	全方位 0.6	全民 0.5	全社会 0.3999999999999999	全世界 0.29999999999999993	诸位 0.19999999999999996	全面 0.09999999999999998
RESULT	共同.v 2103021013	共同 1.0	齐心 0.9	协同 0.8	一起 0.7	合力 0.6	联合 0.5	同心 0.3999999999999999	各自 0.29999999999999993	齐 0.19999999999999996	通力 0.09999999999999998
RESULT	做工作.v 2103021014	努力 1.0	搞好工作 0.9	努力工作 0.8	做事 0.7	开工 0.6	致力 0.5	做作业 0.3999999999999999	尽力 0.29999999999999993	做好事 0.19999999999999996	工作 0.09999999999999998
RESULT	行.v 2103021016	能 1.0	行 0.9	对 0.8	可 0.7	好 0.6	干 0.5	算 0.3999999999999999	够 0.29999999999999993	是 0.19999999999999996	有效 0.09999999999999998
RESULT	图.v 2103023000	图片 1.0	附图 0.9	看图 0.8	示意 0.7	视图 0.6	配图 0.5	注意 0.3999999999999999	照片 0.29999999999999993	左图 0.19999999999999996	参见 0.09999999999999998
RESULT	图.v 2103024000	图 1.0	照片 0.9	附图 0.8	绘图 0.7	看图 0.6	配图 0.5	作图 0.3999999999999999	像 0.29999999999999993	视图 0.19999999999999996	展示 0.09999999999999998
RESULT	图.v 2103026000	图 1.0	附图 0.9	配图 0.8	视图 0.7	照片 0.6	资料 0.5	像 0.3999999999999999	下图 0.29999999999999993	上图 0.19999999999999996	看图 0.09999999999999998
RESULT	水面.v 2103023004	水面 1.0	河面 0.9	湖面 0.8	表面 0.7	平面 0.6	浮面 0.5	海面 0.3999999999999999	面 0.29999999999999993	江面 0.19999999999999996	河床 0.09999999999999998
RESULT	漂浮.v 2103023006	浮 1.0	浮沉 0.9	漂浮 0.8	浮浮 0.7	浮漂 0.6	浮动 0.5	飘浮 0.3999999999999999	浮荡 0.29999999999999993	浮游 0.19999999999999996	悬浮 0.09999999999999998
RESULT	退休.v 2103024006	退休 1.0	退职 0.9	退伍 0.8	退役 0.7	离休 0.6	退 0.5	退出 0.3999999999999999	退居 0.29999999999999993	离职 0.19999999999999996	退兵 0.09999999999999998
RESULT	闸门.v 2103024009	闸门 1.0	闸口 0.9	水闸 0.8	船闸 0.7	码头 0.6	闸板 0.5	渠道 0.3999999999999999	井下 0.29999999999999993	门口 0.19999999999999996	管道 0.09999999999999998
RESULT	塑料.v 2103024011	塑料 1.0	塑 0.9	饮料 0.8	料 0.7	橡皮 0.6	木 0.5	垃圾 0.3999999999999999	纸 0.29999999999999993	矿泉 0.19999999999999996	酒 0.09999999999999998
RESULT	瓶.v 2103024012	瓶 1.0	杯 0.9	酒瓶 0.8	罐 0.7	桶 0.6	小瓶 0.5	水瓶 0.3999999999999999	容器 0.29999999999999993	饮料 0.19999999999999996	盒 0.09999999999999998
RESULT	变.v 2103024015	变价 1.0	换 0.9	转 0.8	腾出 0.7	兑换 0.6	返 0.5	省 0.3999999999999999	节约 0.29999999999999993	交 0.19999999999999996	增值 0.09999999999999998
RESULT	棉花.v 2104001009	原棉 1.0	粮棉 0.9	玉米 0.8	纺织 0.7	白棉 0.6	稻花 0.5	纤维 0.3999999999999999	纺纱 0.29999999999999993	小麦 0.19999999999999996	植棉 0.09999999999999998
RESULT	棉花.v 2104004009	棉花 1.0	粮食 0.9	棉 0.8	原棉 0.7	粮棉 0.6	棉纺 0.5	棉纱 0.3999999999999999	玉米 0.29999999999999993	纺织 0.19999999999999996	稻花 0.09999999999999998
RESULT	棉花.v 2104004016	原棉 1.0	粮棉 0.9	稻花 0.8	粮食 0.7	纺织 0.6	商品 0.5	杂粮 0.3999999999999999	纱 0.29999999999999993	白棉 0.19999999999999996	种子 0.09999999999999998
