RESULT	增救.v 2100005001	增援 1.0	增收 0.9	增补 0.8	增修 0.7	增给 0.6	增强 0.5	增生 0.3999999999999999	增加 0.29999999999999993
RESULT	增救.v 2100006014	增援 1.0	增补 0.9	增加 0.8	增强 0.7	增给 0.6	增修 0.5	增收 0.3999999999999999	增添 0.29999999999999993	增上 0.19999999999999996
RESULT	清扫.v 2103010004	打扫 1.0	清理 0.9	清扫 0.8	整理 0.7	清洁 0.6	扫地 0.5	扫 0.3999999999999999	扫除 0.29999999999999993	清洗 0.19999999999999996	除尘 0.09999999999999998
RESULT	连续.v 2103010008	连续 1.0	接连 0.9	反复 0.8	接续 0.7	循环 0.6	再次 0.5	先后 0.3999999999999999	频频 0.29999999999999993	接着 0.19999999999999996	分 0.09999999999999998
RESULT	倒进.v 2103010012	倒进 1.0	倒入 0.9	倾倒 0.8	投入 0.7	放进 0.6	放入 0.5	冲进 0.3999999999999999	倒出 0.29999999999999993	塞入 0.19999999999999996	打入 0.09999999999999998
RESULT	倒进.v 2103024022	倒进 1.0	倒入 0.9	放进 0.8	倾入 0.7	倾倒 0.6	放入 0.5	倒回 0.3999999999999999	倒出 0.29999999999999993	冲进 0.19999999999999996	扔进 0.09999999999999998
RESULT	轮船.v 2103011001	轮船 1.0	船只 0.9	船 0.8	船舶 0.7	艇 0.6	舰船 0.5	浮船 0.3999999999999999	船舷 0.29999999999999993	船儿 0.19999999999999996	舟船 0.09999999999999998
RESULT	轮船.v 2103016011	轮船 1.0	渡船 0.9	水面 0.8	邮轮 0.7	舰船 0.6	艇 0.5	轮渡 0.3999999999999999	码头 0.29999999999999993	渡轮 0.19999999999999996	小船 0.09999999999999998
RESULT	上升.v 2103011002	上升 1.0	升 0.9	升起 0.8	上行 0.7	抬升 0.6	升到 0.5	爬升 0.3999999999999999	跃 0.29999999999999993	飞升 0.19999999999999996	升级 0.09999999999999998
RESULT	上升.v 2108001014	增长 1.0	增加 0.9	提高 0.8	上升 0.7	升高 0.6	攀升 0.5	回升 0.3999999999999999	增高 0.29999999999999993	扩大 0.19999999999999996	提升 0.09999999999999998
RESULT	至.v 2103011003	至 1.0	到 0.9	达 0.8	直到 0.7	迄 0.6	起至 0.5	成 0.3999999999999999	并 0.29999999999999993	往 0.19999999999999996	来到 0.09999999999999998
RESULT	地面.v 2103011005	地面 1.0	地 0.9	水面 0.8	水 0.7	陆地 0.6	海面 0.5	天 0.3999999999999999	土地 0.29999999999999993	地势 0.19999999999999996	岸 0.09999999999999998
RESULT	平行.v 2103011006	平行 1.0	垂直 0.9	相平 0.8	一致 0.7	等距 0.6	平 0.5	同 0.3999999999999999	并行 0.29999999999999993	相等 0.19999999999999996	行走 0.09999999999999998
RESULT	纸盒.v 2103011014	纸盒 1.0	纸包 0.9	纸篓 0.8	纸袋 0.7	书包 0.6	书本 0.5	小盒 0.3999999999999999	纸筒 0.29999999999999993	信纸 0.19999999999999996	纸匣 0.09999999999999998
RESULT	背篓.v 2103011016	背篓 1.0	篓子 0.9	包袱 0.8	背包 0.7	篓 0.6	背囊 0.5	竹篓 0.3999999999999999	书包 0.29999999999999993	垃圾 0.19999999999999996	担子 0.09999999999999998
RESULT	违规.v 2103011017	违规 1.0	违章 0.9	违法 0.8	违纪 0.7	不慎 0.6	无故 0.5	违反 0.3999999999999999	不法 0.29999999999999993	冒牌 0.19999999999999996	不当 0.09999999999999998
RESULT	越过.v 2103011018	越过 1.0	越 0.9	翻越 0.8	跨越 0.7	跨 0.6	爬 0.5	穿过 0.3999999999999999	跨过 0.29999999999999993	超越 0.19999999999999996	攀爬 0.09999999999999998
RESULT	栏杆.v 2103011019	栏杆 1.0	栅栏 0.9	护栏 0.8	障碍 0.7	围栏 0.6	铁栏 0.5	桅杆 0.3999999999999999	栏栅 0.29999999999999993	栏板 0.19999999999999996	边栏 0.09999999999999998
RESULT	登上.v 2103011021	登上 1.0	登 0.9	乘 0.8	登陆 0.7	搭乘 0.6	驶上 0.5	驶入 0.3999999999999999	爬上 0.29999999999999993	搭上 0.19999999999999996	乘上 0.09999999999999998
RESULT	乘客.v 2103013001	乘客 1.0	列车 0.9	旅客 0.8	客人 0.7	船员 0.6	车辆 0.5	载客 0.3999999999999999	人员 0.29999999999999993	驾驶 0.19999999999999996	车 0.09999999999999998
RESULT	乘客.v 2103018003	乘客 1.0	旅客 0.9	客人 0.8	客 0.7	游客 0.6	人 0.5	行人 0.3999999999999999	载客 0.29999999999999993	坐客 0.19999999999999996	驾乘 0.09999999999999998
RESULT	乘客.v 2103027004	乘客 1.0	旅客 0.9	客人 0.8	男子 0.7	坐客 0.6	驾驶 0.5	载客 0.3999999999999999	行人 0.29999999999999993	司机 0.19999999999999996	成年 0.09999999999999998
RESULT	抛.v 2103013005	抛掷 1.0	倒入 0.9	倾倒 0.8	丢掷 0.7	放置 0.6	置入 0.5	移动 0.3999999999999999	摆放 0.29999999999999993	撤出 0.19999999999999996	塞入 0.09999999999999998
RESULT	抛.v 2103016005	抛洒 1.0	倾倒 0.9	洒落 0.8	丢掷 0.7	乱扔 0.6	垃圾 0.5	落水 0.3999999999999999	散落 0.29999999999999993	坠落 0.19999999999999996	掉落 0.09999999999999998
RESULT	抛.v 2103017016	抛洒 1.0	倾倒 0.9	泼洒 0.8	丢掷 0.7	洒落 0.6	乱扔 0.5	填满 0.3999999999999999	清理 0.29999999999999993	移动 0.19999999999999996	捡拾 0.09999999999999998
RESULT	投.v 2103013006	掷 1.0	去 0.9	出 0.8	入 0.7	弃 0.6	洒 0.5	放 0.3999999999999999	投 0.29999999999999993	下 0.19999999999999996	撒 0.09999999999999998
RESULT	投.v 2103016006	洒 1.0	掷 0.9	弃 0.8	撒 0.7	扔 0.6	放 0.5	落 0.3999999999999999	送 0.29999999999999993	出 0.19999999999999996	散 0.09999999999999998
RESULT	投.v 2103017017	洒 1.0	掷 0.9	去 0.8	弃 0.7	撒 0.6	出 0.5	放 0.3999999999999999	送 0.29999999999999993	散 0.19999999999999996	入 0.09999999999999998
RESULT	塑料袋.v 2103013007	塑料袋 1.0	布袋 0.9	袋子 0.8	垃圾袋 0.7	纸袋 0.6	塑料桶 0.5	包装袋 0.3999999999999999	塑料盒 0.29999999999999993	塑料 0.19999999999999996	塑料瓶 0.09999999999999998
RESULT	脸盆.v 2103014007	脸盆 1.0	面盆 0.9	浴缸 0.8	抹布 0.7	洗脸 0.6	盆 0.5	澡盆 0.3999999999999999	小盆 0.29999999999999993	大盆 0.19999999999999996	浴盆 0.09999999999999998
RESULT	倾倒.v 2103014008	倒掉 1.0	倾倒 0.9	倒 0.8	倒水 0.7	倒出 0.6	倒入 0.5	倾泻 0.3999999999999999	倒满 0.29999999999999993	倒下 0.19999999999999996	舀 0.09999999999999998
RESULT	倾倒.v 2103026008	倾倒 1.0	倒入 0.9	倾泻 0.8	倒 0.7	倾吐 0.6	排放 0.5	倾入 0.3999999999999999	倒下 0.29999999999999993	倒出 0.19999999999999996	倾斜 0.09999999999999998
RESULT	污水.v 2103014009	污水 1.0	污秽 0.9	水 0.8	污泥 0.7	废水 0.6	污染 0.5	污垢 0.3999999999999999	浊水 0.29999999999999993	垃圾 0.19999999999999996	污物 0.09999999999999998
RESULT	污水.v 2103026009	污水 1.0	废水 0.9	污泥 0.8	垃圾 0.7	水 0.6	污物 0.5	污秽 0.3999999999999999	浊水 0.29999999999999993	污染 0.19999999999999996	污垢 0.09999999999999998
RESULT	同时.v 2103015015	同时 1.0	分别 0.9	相继 0.8	共同 0.7	先后 0.6	一同 0.5	陆续 0.3999999999999999	均 0.29999999999999993	依然 0.19999999999999996	并 0.09999999999999998
RESULT	均.v 2103016003	均 1.0	都 0.9	皆 0.8	俱 0.7	全都 0.6	统统 0.5	平均 0.3999999999999999	通常 0.29999999999999993	普遍 0.19999999999999996	随时 0.09999999999999998
RESULT	现象.v 2103016008	现象 1.0	情况 0.9	行为 0.8	事件 0.7	情形 0.6	状况 0.5	事故 0.3999999999999999	景象 0.29999999999999993	状态 0.19999999999999996	象征 0.09999999999999998
RESULT	拥挤.v 2103016012	拥挤 1.0	挤 0.9	过多 0.8	众多 0.7	拥堵 0.6	挤满 0.5	多 0.3999999999999999	紧凑 0.29999999999999993	挤迫 0.19999999999999996	紧张 0.09999999999999998
RESULT	无法.v 2103016014	无法 1.0	不能 0.9	未能 0.8	无从 0.7	难以 0.6	无能 0.5	没法 0.3999999999999999	不可 0.29999999999999993	不易 0.19999999999999996	不便 0.09999999999999998
RESULT	准确.v 2103016015	准确 1.0	精确 0.9	正确 0.8	确切 0.7	完整 0.6	具体 0.5	完全 0.3999999999999999	详细 0.29999999999999993	合理 0.19999999999999996	真正 0.09999999999999998
RESULT	统计.v 2103016016	计算 1.0	统计 0.9	计数 0.8	估算 0.7	测算 0.6	估计 0.5	计量 0.3999999999999999	统一 0.29999999999999993	数 0.19999999999999996	统筹 0.09999999999999998
RESULT	统计.v 2104012001	统计 1.0	计算 0.9	了解 0.8	分析 0.7	测算 0.6	估算 0.5	估计 0.3999999999999999	调查 0.29999999999999993	介绍 0.19999999999999996	称 0.09999999999999998
RESULT	过往.v 2103018000	过往 1.0	往来 0.9	经过 0.8	来往 0.7	过渡 0.6	过去 0.5	过河 0.3999999999999999	过来 0.29999999999999993	过路 0.19999999999999996	前往 0.09999999999999998
RESULT	船只.v 2103018001	船只 1.0	车辆 0.9	行船 0.8	客船 0.7	渡船 0.6	船舶 0.5	车船 0.3999999999999999	大船 0.29999999999999993	车子 0.19999999999999996	舰只 0.09999999999999998
RESULT	室.v 2103018007	室 1.0	房 0.9	门外 0.8	内 0.7	板 0.6	台 0.5	楼 0.3999999999999999	口 0.29999999999999993	区 0.19999999999999996	舱 0.09999999999999998
RESULT	一直.v 2103018011	一直 1.0	总 0.9	始终 0.8	一度 0.7	长期 0.6	一向 0.5	永远 0.3999999999999999	经常 0.29999999999999993	常常 0.19999999999999996	几乎 0.09999999999999998
RESULT	一直.v 2105008010	一直 1.0	一再 0.9	每天 0.8	日夜 0.7	始终 0.6	继续 0.5	总是 0.3999999999999999	经常 0.29999999999999993	日日 0.19999999999999996	每每 0.09999999999999998
RESULT	令.v 2103018013	令 1.0	让 0.9	使 0.8	叫 0.7	迫使 0.6	导致 0.5	引起 0.3999999999999999	役使 0.29999999999999993	指挥 0.19999999999999996	驱动 0.09999999999999998
RESULT	管理.v 2103018015	管理 1.0	监理 0.9	监管 0.8	运营 0.7	主管 0.6	管制 0.5	经营 0.3999999999999999	操作 0.29999999999999993	控制 0.19999999999999996	执行 0.09999999999999998
RESULT	管理.v 2107004001	管理 1.0	治理 0.9	管制 0.8	管控 0.7	经营 0.6	管治 0.5	监管 0.3999999999999999	控制 0.29999999999999993	环境 0.19999999999999996	规制 0.09999999999999998
RESULT	管理.v 2107007011	管理 1.0	监管 0.9	管制 0.8	管控 0.7	控制 0.6	治理 0.5	管治 0.3999999999999999	监督 0.29999999999999993	经营 0.19999999999999996	执法 0.09999999999999998
RESULT	头痛.v 2103018017	头痛 1.0	头疼 0.9	苦恼 0.8	恼怒 0.7	痛苦 0.6	忧心 0.5	不满 0.3999999999999999	难堪 0.29999999999999993	困扰 0.19999999999999996	烦恼 0.09999999999999998
RESULT	定期.v 2103019003	定期 1.0	定时 0.9	固定 0.8	定点 0.7	按时 0.6	定额 0.5	不定 0.3999999999999999	定量 0.29999999999999993	不断 0.19999999999999996	例行 0.09999999999999998
RESULT	打捞.v 2103019004	打捞 1.0	捞 0.9	清理 0.8	捕捞 0.7	捞起 0.6	搜索 0.5	捞出 0.3999999999999999	搜捕 0.29999999999999993	检查 0.19999999999999996	捞取 0.09999999999999998
RESULT	打捞.v 2103024010	打捞 1.0	捞出 0.9	清理 0.8	捞起 0.7	捕捞 0.6	找到 0.5	捞取 0.3999999999999999	搜索 0.29999999999999993	捞 0.19999999999999996	下沉 0.09999999999999998
RESULT	捞.v 2103019009	取 1.0	捕捞 0.9	沉没 0.8	找到 0.7	获取 0.6	捉 0.5	清理 0.3999999999999999	处理 0.29999999999999993	彻底 0.19999999999999996	洗 0.09999999999999998
RESULT	常常.v 2103019014	到处 1.0	经常 0.9	常常 0.8	总是 0.7	处处 0.6	时常 0.5	常 0.3999999999999999	时时 0.29999999999999993	总 0.19999999999999996	一直 0.09999999999999998
RESULT	布满.v 2103019015	满布 1.0	布满 0.9	充满 0.8	遍布 0.7	有 0.6	装满 0.5	挂满 0.3999999999999999	摆满 0.29999999999999993	填满 0.19999999999999996	满溢 0.09999999999999998
RESULT	江河.v 2103020004	河道 1.0	水利 0.9	水上 0.8	河流 0.7	水闸 0.6	河水 0.5	水运 0.3999999999999999	水流 0.29999999999999993	大江 0.19999999999999996	水面 0.09999999999999998
RESULT	看来.v 2103021000	看来 1.0	可见 0.9	看得 0.8	看起 0.7	据说 0.6	瞧 0.5	听来 0.3999999999999999	显然 0.29999999999999993	看看 0.19999999999999996	说来 0.09999999999999998
RESULT	根除.v 2103021004	根除 1.0	消除 0.9	清除 0.8	除去 0.7	彻底 0.6	解决 0.5	解除 0.3999999999999999	治理 0.29999999999999993	去除 0.19999999999999996	破除 0.09999999999999998
RESULT	需要.v 2103021011	需要 1.0	得 0.9	须要 0.8	必须 0.7	需 0.6	必需 0.5	须 0.3999999999999999	靠 0.29999999999999993	涉及 0.19999999999999996	亟需 0.09999999999999998
RESULT	方方面面.v 2103021012	方方面面 1.0	各方 0.9	诸多方面 0.8	诸方面 0.7	全世界 0.6	全民 0.5	全方位 0.3999999999999999	各个方面 0.29999999999999993	全社会 0.19999999999999996	诸位 0.09999999999999998
RESULT	共同.v 2103021013	共同 1.0	协同 0.9	齐心 0.8	一起 0.7	合力 0.6	联合 0.5	联手 0.3999999999999999	同心 0.29999999999999993	各自 0.19999999999999996	全力 0.09999999999999998
RESULT	做工作.v 2103021014	努力 1.0	搞好工作 0.9	做事 0.8	努力工作 0.7	开工 0.6	做作业 0.5	做好事 0.3999999999999999	作出努力 0.29999999999999993	致力 0.19999999999999996	做成 0.09999999999999998
RESULT	行.v 2103021016	能 1.0	行 0.9	对 0.8	可 0.7	好 0.6	干 0.5	算 0.3999999999999999	有效 0.29999999999999993	是 0.19999999999999996	够 0.09999999999999998
RESULT	图.v 2103023000	图片 1.0	附图 0.9	看图 0.8	示意 0.7	视图 0.6	像是 0.5	照片 0.3999999999999999	注意 0.29999999999999993	配图 0.19999999999999996	参见 0.09999999999999998
RESULT	图.v 2103024000	图 1.0	照片 0.9	附图 0.8	绘图 0.7	像 0.6	视图 0.5	看图 0.3999999999999999	作图 0.29999999999999993	配图 0.19999999999999996	展示 0.09999999999999998
RESULT	图.v 2103026000	图 1.0	附图 0.9	像 0.8	照片 0.7	视图 0.6	资料 0.5	配图 0.3999999999999999	下图 0.29999999999999993	上图 0.19999999999999996	看图 0.09999999999999998
RESULT	水面.v 2103023004	水面 1.0	河面 0.9	湖面 0.8	表面 0.7	平面 0.6	海面 0.5	浮面 0.3999999999999999	面 0.29999999999999993	江面 0.19999999999999996	河床 0.09999999999999998
RESULT	漂浮.v 2103023006	浮 1.0	漂浮 0.9	浮沉 0.8	浮浮 0.7	飘浮 0.6	浮动 0.5	浮漂 0.3999999999999999	浮荡 0.29999999999999993	浮游 0.19999999999999996	悬浮 0.09999999999999998
RESULT	退休.v 2103024006	退休 1.0	退职 0.9	退伍 0.8	退役 0.7	离休 0.6	退 0.5	退出 0.3999999999999999	退居 0.29999999999999993	离职 0.19999999999999996	老 0.09999999999999998
RESULT	闸门.v 2103024009	闸门 1.0	水闸 0.9	闸口 0.8	船闸 0.7	码头 0.6	闸板 0.5	门口 0.3999999999999999	渠道 0.29999999999999993	管道 0.19999999999999996	井下 0.09999999999999998
RESULT	塑料.v 2103024011	塑料 1.0	塑 0.9	饮料 0.8	木 0.7	料 0.6	橡皮 0.5	陶 0.3999999999999999	矿泉 0.29999999999999993	垃圾 0.19999999999999996	纸 0.09999999999999998
RESULT	瓶.v 2103024012	瓶 1.0	杯 0.9	酒瓶 0.8	罐 0.7	桶 0.6	小瓶 0.5	容器 0.3999999999999999	水瓶 0.29999999999999993	饮料 0.19999999999999996	袋 0.09999999999999998
RESULT	变.v 2103024015	变价 1.0	换 0.9	转 0.8	省 0.7	返 0.6	兑换 0.5	腾出 0.3999999999999999	交 0.29999999999999993	赚 0.19999999999999996	花 0.09999999999999998
RESULT	棉花.v 2104001009	原棉 1.0	玉米 0.9	粮棉 0.8	纺织 0.7	白棉 0.6	纤维 0.5	纺纱 0.3999999999999999	稻花 0.29999999999999993	小麦 0.19999999999999996	植棉 0.09999999999999998
RESULT	棉花.v 2104004009	棉花 1.0	棉 0.9	粮食 0.8	原棉 0.7	粮棉 0.6	棉纱 0.5	棉纺 0.3999999999999999	玉米 0.29999999999999993	纺织 0.19999999999999996	稻花 0.09999999999999998
RESULT	棉花.v 2104004016	原棉 1.0	粮棉 0.9	稻花 0.8	粮食 0.7	纺织 0.6	纱 0.5	商品 0.3999999999999999	杂粮 0.29999999999999993	纺纱 0.19999999999999996	麦子 0.09999999999999998
RESULT	棉花.v 2104004025	原棉 1.0	纯棉 0.9	粮棉 0.8	纺纱 0.7	商品 0.6	粮食 0.5	白棉 0.3999999999999999	大豆 0.29999999999999993	种棉 0.19999999999999996	原始 0.09999999999999998
RESULT	棉花.v 2104008001	棉花 1.0	棉纺 0.9	棉纱 0.8	纺纱 0.7	纤维 0.6	原棉 0.5	棉织 0.3999999999999999	大量 0.29999999999999993	棉种 0.19999999999999996	粮食 0.09999999999999998
RESULT	棉花.v 2104008013	粮棉 1.0	纺织 0.9	纺纱 0.8	纤维 0.7	稻花 0.6	粮食 0.5	小麦 0.3999999999999999	商品 0.29999999999999993	种子 0.19999999999999996	新棉 0.09999999999999998
RESULT	棉花.v 2104008018	纺织 1.0	纤维 0.9	纺纱 0.8	大量 0.7	大批 0.6	小麦 0.5	粮食 0.3999999999999999	雪花 0.29999999999999993	种子 0.19999999999999996	衣服 0.09999999999999998
RESULT	棉花.v 2104009012	棉花 1.0	棉纱 0.9	棉 0.8	棉纺 0.7	棉织 0.6	棉衣 0.5	棉制 0.3999999999999999	棉被 0.29999999999999993	棉布 0.19999999999999996	棉麻 0.09999999999999998
RESULT	棉花.v 2104010004	棉花 1.0	棉纱 0.9	纤维 0.8	棉纺 0.7	棉 0.6	棉麻 0.5	棉织 0.3999999999999999	棉毛 0.29999999999999993	棉布 0.19999999999999996	棉丝 0.09999999999999998
RESULT	棉花.v 2104010018	纯棉 1.0	大量 0.9	纱 0.8	白棉 0.7
RESULT	棉花.v 2104011003	棉花 1.0	棉纱 0.9	棉纺 0.8	棉织 0.7	原棉 0.6	纺纱 0.5	棉毛 0.3999999999999999	棉种 0.29999999999999993	棉衣 0.19999999999999996	棉田 0.09999999999999998
RESULT	棉花.v 2104011009	纺织 1.0	纺纱 0.9	原棉 0.8	纤维 0.7	粮棉 0.6	大量 0.5
RESULT	棉花.v 2104012008	棉花 1.0	棉纺 0.9	棉纱 0.8	棉 0.7	棉种 0.6	棉织 0.5	棉田 0.3999999999999999	棉麻 0.29999999999999993	棉被 0.19999999999999996	棉衣 0.09999999999999998
RESULT	棉花.v 2104013002	棉花 1.0	棉纺 0.9	纺织 0.8	棉纱 0.7	纤维 0.6	原棉 0.5	纺纱 0.3999999999999999	棉田 0.29999999999999993	棉织 0.19999999999999996	粮棉 0.09999999999999998
RESULT	棉花.v 2104015004	棉花 1.0	粮棉 0.9	棉田 0.8	原棉 0.7	纯棉 0.6	纺纱 0.5	优质 0.3999999999999999	玉米 0.29999999999999993	小麦 0.19999999999999996	农田 0.09999999999999998
RESULT	棉花.v 2104015028	小麦 1.0	稻花 0.9	优质 0.8	粮棉 0.7	玉米 0.6	品种 0.5	粮食 0.3999999999999999	商品 0.29999999999999993	雪花 0.19999999999999996	原始 0.09999999999999998
RESULT	棉花.v 2104015044	粮棉 1.0	玉米 0.9	纺织 0.8	纺纱 0.7	播种 0.6	纤维 0.5	粮食 0.3999999999999999	丰产 0.29999999999999993	小麦 0.19999999999999996
RESULT	种植.v 2104001010	种植 1.0	栽植 0.9	播种 0.8	栽种 0.7	栽培 0.6	耕作 0.5	培植 0.3999999999999999	育种 0.29999999999999993	耕种 0.19999999999999996	作物 0.09999999999999998
RESULT	种植.v 2104015005	种植 1.0	栽植 0.9	栽种 0.8	栽培 0.7	播种 0.6	生产 0.5	育种 0.3999999999999999	耕种 0.29999999999999993	培植 0.19999999999999996	耕作 0.09999999999999998
RESULT	面积.v 2104001011	面积 1.0	区 0.9	规模 0.8	场面 0.7	范围 0.6	区域 0.5	占地 0.3999999999999999	基地 0.29999999999999993	场地 0.19999999999999996	亩 0.09999999999999998
RESULT	总产量.v 2104001015	量 1.0	总产量 0.9	总产值 0.8	总产 0.7	播种量 0.6	总量 0.5	总收入 0.3999999999999999	能力 0.29999999999999993	收入 0.19999999999999996	总面积 0.09999999999999998
RESULT	收购.v 2104002003	收购 1.0	采购 0.9	采收 0.8	采摘 0.7	出售 0.6	交易 0.5	购销 0.3999999999999999	收获 0.29999999999999993	出口 0.19999999999999996	收割 0.09999999999999998
RESULT	收购.v 2104003009	收购 1.0	采购 0.9	采收 0.8	供应 0.7	收储 0.6	购销 0.5	管理 0.3999999999999999	种植 0.29999999999999993	出售 0.19999999999999996	储藏 0.09999999999999998
RESULT	收购.v 2104003011	采购 1.0	采收 0.9	订购 0.8	选购 0.7	出售 0.6	选择 0.5	征收 0.3999999999999999	采摘 0.29999999999999993	供应 0.19999999999999996	接收 0.09999999999999998
RESULT	收购.v 2104003022	采购 1.0	订购 0.9	供应 0.8	征收 0.7	交易 0.6	买入 0.5	选购 0.3999999999999999	回购 0.29999999999999993	买卖 0.19999999999999996	入库 0.09999999999999998
RESULT	收购.v 2104003028	采购 1.0	供应 0.9	订购 0.8	选购 0.7	征购 0.6	接收 0.5	征收 0.3999999999999999	采收 0.29999999999999993	入库 0.19999999999999996	交易 0.09999999999999998
RESULT	收购.v 2104004022	收购 1.0	采购 0.9	购进 0.8	订购 0.7	征收 0.6	征购 0.5	出售 0.3999999999999999	购入 0.29999999999999993	入库 0.19999999999999996	采收 0.09999999999999998
RESULT	收购.v 2104008014	收购 1.0	采购 0.9	采收 0.8	采摘 0.7	出售 0.6	选购 0.5	种植 0.3999999999999999	收割 0.29999999999999993	收储 0.19999999999999996	征收 0.09999999999999998
RESULT	收购.v 2104011010	收购 1.0	采购 0.9	出售 0.8	采收 0.7	收储 0.6	选购 0.5	购置 0.3999999999999999	种植 0.29999999999999993	购进 0.19999999999999996	供应 0.09999999999999998
RESULT	收购.v 2104011015	采购 1.0	出售 0.9	采收 0.8	供应 0.7	选购 0.6	订购 0.5	征购 0.3999999999999999	种植 0.29999999999999993	征收 0.19999999999999996	买卖 0.09999999999999998
RESULT	收购.v 2104012009	收购 1.0	采购 0.9	采收 0.8	购销 0.7	采摘 0.6	种植 0.5	购进 0.3999999999999999	出售 0.29999999999999993	购入 0.19999999999999996	购置 0.09999999999999998
RESULT	收购.v 2104013003	收购 1.0	采购 0.9	供应 0.8	采收 0.7	购销 0.6	出售 0.5	交易 0.3999999999999999	加工 0.29999999999999993	购进 0.19999999999999996	征收 0.09999999999999998
